XILINX_XRT        : /opt/xilinx/xrt
PATH              : /opt/xilinx/xrt/bin:/mnt/scratch/zhe/openmpi/openmpi-4.1.1/bin:/mnt/scratch/zhe/openmpi/openmpi-4.1.1/bin:/usr/local/sbin:/usr/local/bin:/usr/sbin:/usr/bin:/sbin:/bin:/usr/games:/usr/local/games
LD_LIBRARY_PATH   : /opt/xilinx/xrt/lib:/mnt/scratch/zhe/openmpi/openmpi-4.1.1/lib:/mnt/scratch/zhe/openmpi/openmpi-4.1.1/lib:
PYTHONPATH        : /opt/xilinx/xrt/python:
XILINX_XRT        : /opt/xilinx/xrt
PATH              : /opt/xilinx/xrt/bin:/mnt/scratch/zhe/openmpi/openmpi-4.1.1/bin:/mnt/scratch/zhe/openmpi/openmpi-4.1.1/bin:/usr/local/sbin:/usr/local/bin:/usr/sbin:/usr/bin:/sbin:/bin:/usr/games:/usr/local/games
LD_LIBRARY_PATH   : /opt/xilinx/xrt/lib:/mnt/scratch/zhe/openmpi/openmpi-4.1.1/lib:/mnt/scratch/zhe/openmpi/openmpi-4.1.1/lib:
PYTHONPATH        : /opt/xilinx/xrt/python:
XILINX_XRT        : /opt/xilinx/xrt
PATH              : /opt/xilinx/xrt/bin:/mnt/scratch/zhe/openmpi/openmpi-4.1.1/bin:/mnt/scratch/zhe/openmpi/openmpi-4.1.1/bin:/usr/local/sbin:/usr/local/bin:/usr/sbin:/usr/bin:/sbin:/bin:/usr/games:/usr/local/games
LD_LIBRARY_PATH   : /opt/xilinx/xrt/lib:/mnt/scratch/zhe/openmpi/openmpi-4.1.1/lib:/mnt/scratch/zhe/openmpi/openmpi-4.1.1/lib:
PYTHONPATH        : /opt/xilinx/xrt/python:
XILINX_XRT        : /opt/xilinx/xrt
PATH              : /opt/xilinx/xrt/bin:/mnt/scratch/zhe/openmpi/openmpi-4.1.1/bin:/mnt/scratch/zhe/openmpi/openmpi-4.1.1/bin:/usr/local/sbin:/usr/local/bin:/usr/sbin:/usr/bin:/sbin:/bin:/usr/games:/usr/local/games
LD_LIBRARY_PATH   : /opt/xilinx/xrt/lib:/mnt/scratch/zhe/openmpi/openmpi-4.1.1/lib:/mnt/scratch/zhe/openmpi/openmpi-4.1.1/lib:
PYTHONPATH        : /opt/xilinx/xrt/python:
XILINX_XRT        : /opt/xilinx/xrt
PATH              : /opt/xilinx/xrt/bin:/mnt/scratch/zhe/openmpi/openmpi-4.1.1/bin:/mnt/scratch/zhe/openmpi/openmpi-4.1.1/bin:/opt/tools/external/anaconda/envs/pynq-dask/bin:/opt/tools/external/anaconda/condabin:/opt/tools/Xilinx/Vitis/2020.2/bin:/opt/tools/Xilinx/Vitis/2020.2/gnu/microblaze/lin/bin:/opt/tools/Xilinx/Vitis/2020.2/gnu/arm/lin/bin:/opt/tools/Xilinx/Vitis/2020.2/gnu/microblaze/linux_toolchain/lin64_le/bin:/opt/tools/Xilinx/Vitis/2020.2/gnu/aarch32/lin/gcc-arm-linux-gnueabi/bin:/opt/tools/Xilinx/Vitis/2020.2/gnu/aarch32/lin/gcc-arm-none-eabi/bin:/opt/tools/Xilinx/Vitis/2020.2/gnu/aarch64/lin/aarch64-linux/bin:/opt/tools/Xilinx/Vitis/2020.2/gnu/aarch64/lin/aarch64-none/bin:/opt/tools/Xilinx/Vitis/2020.2/gnu/armr5/lin/gcc-arm-none-eabi/bin:/opt/tools/Xilinx/Vitis/2020.2/tps/lnx64/cmake-3.3.2/bin:/opt/tools/Xilinx/Vitis/2020.2/aietools/bin:/opt/xilinx/xrt/bin:/usr/local/sbin:/usr/local/bin:/usr/sbin:/usr/bin:/sbin:/bin:/usr/games:/usr/local/games:/snap/bin:/home/dparravicini/bin
LD_LIBRARY_PATH   : /opt/xilinx/xrt/lib:/mnt/scratch/zhe/openmpi/openmpi-4.1.1/lib:/mnt/scratch/zhe/openmpi/openmpi-4.1.1/lib:/opt/xilinx/xrt/lib:
PYTHONPATH        : /opt/xilinx/xrt/python:/opt/xilinx/xrt/python:
alveo3b
alveo2b
alveo4c
alveo1a
alveo2a
alveo2a, device on u250. Finished loading bitstream
alveo2a, bytes:4194304, num_elements:1048576, num_trials:200
alveo3b, device on u280. Finished loading bitstream
alveo3b, bytes:4194304, num_elements:1048576, num_trials:200
alveo4c, device on u280. Finished loading bitstream
alveo4c, bytes:4194304, num_elements:1048576, num_trials:200
alveo2b, device on u250. Finished loading bitstream
alveo2b, bytes:4194304, num_elements:1048576, num_trials:200
alveo1a, device on u250. Finished loading bitstream
alveo1a, bytes:4194304, num_elements:1048576, num_trials:200
Start All-gather test:
iteration:0, F2F_time[s]:0.008870, H2H_time:0.006473, sync_time:0.002398
iteration:1, F2F_time[s]:0.006688, H2H_time:0.004263, sync_time:0.002425
iteration:2, F2F_time[s]:0.005640, H2H_time:0.003211, sync_time:0.002429
iteration:3, F2F_time[s]:0.005531, H2H_time:0.003026, sync_time:0.002504
iteration:4, F2F_time[s]:0.005634, H2H_time:0.003208, sync_time:0.002426
iteration:5, F2F_time[s]:0.005384, H2H_time:0.002910, sync_time:0.002473
iteration:6, F2F_time[s]:0.005424, H2H_time:0.002961, sync_time:0.002463
iteration:7, F2F_time[s]:0.005553, H2H_time:0.003036, sync_time:0.002517
iteration:8, F2F_time[s]:0.005162, H2H_time:0.002698, sync_time:0.002464
iteration:9, F2F_time[s]:0.005139, H2H_time:0.002748, sync_time:0.002391
iteration:10, F2F_time[s]:0.005568, H2H_time:0.003106, sync_time:0.002462
iteration:11, F2F_time[s]:0.005297, H2H_time:0.002872, sync_time:0.002425
iteration:12, F2F_time[s]:0.005543, H2H_time:0.003081, sync_time:0.002462
iteration:13, F2F_time[s]:0.005546, H2H_time:0.003068, sync_time:0.002478
iteration:14, F2F_time[s]:0.005200, H2H_time:0.002684, sync_time:0.002516
iteration:15, F2F_time[s]:0.005269, H2H_time:0.002837, sync_time:0.002432
iteration:16, F2F_time[s]:0.005845, H2H_time:0.003244, sync_time:0.002601
iteration:17, F2F_time[s]:0.005318, H2H_time:0.002852, sync_time:0.002466
iteration:18, F2F_time[s]:0.005423, H2H_time:0.002935, sync_time:0.002487
iteration:19, F2F_time[s]:0.007237, H2H_time:0.004825, sync_time:0.002412
iteration:20, F2F_time[s]:0.005001, H2H_time:0.002598, sync_time:0.002402
iteration:21, F2F_time[s]:0.005791, H2H_time:0.003211, sync_time:0.002580
iteration:22, F2F_time[s]:0.005835, H2H_time:0.003166, sync_time:0.002668
iteration:23, F2F_time[s]:0.005655, H2H_time:0.002954, sync_time:0.002701
iteration:24, F2F_time[s]:0.005885, H2H_time:0.003206, sync_time:0.002679
iteration:25, F2F_time[s]:0.005740, H2H_time:0.003113, sync_time:0.002627
iteration:26, F2F_time[s]:0.006055, H2H_time:0.003379, sync_time:0.002675
iteration:27, F2F_time[s]:0.006016, H2H_time:0.003375, sync_time:0.002641
iteration:28, F2F_time[s]:0.005821, H2H_time:0.003192, sync_time:0.002629
iteration:29, F2F_time[s]:0.006093, H2H_time:0.003406, sync_time:0.002687
iteration:30, F2F_time[s]:0.006042, H2H_time:0.003335, sync_time:0.002707
iteration:31, F2F_time[s]:0.005755, H2H_time:0.003155, sync_time:0.002600
iteration:32, F2F_time[s]:0.005898, H2H_time:0.003238, sync_time:0.002660
iteration:33, F2F_time[s]:0.005508, H2H_time:0.003000, sync_time:0.002508
iteration:34, F2F_time[s]:0.006940, H2H_time:0.004525, sync_time:0.002415
iteration:35, F2F_time[s]:0.005591, H2H_time:0.003115, sync_time:0.002476
iteration:36, F2F_time[s]:0.005135, H2H_time:0.002740, sync_time:0.002395
iteration:37, F2F_time[s]:0.005319, H2H_time:0.002836, sync_time:0.002483
iteration:38, F2F_time[s]:0.005773, H2H_time:0.003106, sync_time:0.002668
iteration:39, F2F_time[s]:0.005786, H2H_time:0.003147, sync_time:0.002639
iteration:40, F2F_time[s]:0.005988, H2H_time:0.003425, sync_time:0.002564
iteration:41, F2F_time[s]:0.005570, H2H_time:0.003118, sync_time:0.002452
iteration:42, F2F_time[s]:0.005314, H2H_time:0.002826, sync_time:0.002488
iteration:43, F2F_time[s]:0.019391, H2H_time:0.016847, sync_time:0.002545
iteration:44, F2F_time[s]:0.005334, H2H_time:0.002831, sync_time:0.002502
iteration:45, F2F_time[s]:0.005285, H2H_time:0.002811, sync_time:0.002474
iteration:46, F2F_time[s]:0.005455, H2H_time:0.002949, sync_time:0.002507
iteration:47, F2F_time[s]:0.005962, H2H_time:0.003298, sync_time:0.002664
iteration:48, F2F_time[s]:0.005396, H2H_time:0.002747, sync_time:0.002649
iteration:49, F2F_time[s]:0.005456, H2H_time:0.002999, sync_time:0.002457
iteration:50, F2F_time[s]:0.005699, H2H_time:0.003108, sync_time:0.002590
iteration:51, F2F_time[s]:0.005999, H2H_time:0.003303, sync_time:0.002696
iteration:52, F2F_time[s]:0.005895, H2H_time:0.003192, sync_time:0.002703
iteration:53, F2F_time[s]:0.005993, H2H_time:0.003319, sync_time:0.002674
iteration:54, F2F_time[s]:0.005800, H2H_time:0.003156, sync_time:0.002643
iteration:55, F2F_time[s]:0.005926, H2H_time:0.003261, sync_time:0.002665
iteration:56, F2F_time[s]:0.005246, H2H_time:0.002689, sync_time:0.002557
iteration:57, F2F_time[s]:0.005528, H2H_time:0.002891, sync_time:0.002637
iteration:58, F2F_time[s]:0.005093, H2H_time:0.002647, sync_time:0.002446
iteration:59, F2F_time[s]:0.005391, H2H_time:0.002957, sync_time:0.002434
iteration:60, F2F_time[s]:0.005434, H2H_time:0.002998, sync_time:0.002436
iteration:61, F2F_time[s]:0.005402, H2H_time:0.002924, sync_time:0.002478
iteration:62, F2F_time[s]:0.005568, H2H_time:0.003030, sync_time:0.002539
iteration:63, F2F_time[s]:0.005348, H2H_time:0.002864, sync_time:0.002483
iteration:64, F2F_time[s]:0.005502, H2H_time:0.003034, sync_time:0.002468
iteration:65, F2F_time[s]:0.005132, H2H_time:0.002639, sync_time:0.002493
iteration:66, F2F_time[s]:0.005553, H2H_time:0.003059, sync_time:0.002494
iteration:67, F2F_time[s]:0.005316, H2H_time:0.002833, sync_time:0.002484
iteration:68, F2F_time[s]:0.006115, H2H_time:0.003439, sync_time:0.002676
iteration:69, F2F_time[s]:0.005650, H2H_time:0.003081, sync_time:0.002569
iteration:70, F2F_time[s]:0.006004, H2H_time:0.003299, sync_time:0.002704
iteration:71, F2F_time[s]:0.005893, H2H_time:0.003457, sync_time:0.002436
