XILINX_XRT        : /opt/xilinx/xrt
PATH              : /opt/xilinx/xrt/bin:/mnt/scratch/zhe/openmpi/openmpi-4.1.1/bin:/mnt/scratch/zhe/openmpi/openmpi-4.1.1/bin:/opt/tools/external/anaconda/envs/pynq-dask/bin:/opt/tools/external/anaconda/condabin:/opt/tools/Xilinx/Vitis/2020.2/bin:/opt/tools/Xilinx/Vitis/2020.2/gnu/microblaze/lin/bin:/opt/tools/Xilinx/Vitis/2020.2/gnu/arm/lin/bin:/opt/tools/Xilinx/Vitis/2020.2/gnu/microblaze/linux_toolchain/lin64_le/bin:/opt/tools/Xilinx/Vitis/2020.2/gnu/aarch32/lin/gcc-arm-linux-gnueabi/bin:/opt/tools/Xilinx/Vitis/2020.2/gnu/aarch32/lin/gcc-arm-none-eabi/bin:/opt/tools/Xilinx/Vitis/2020.2/gnu/aarch64/lin/aarch64-linux/bin:/opt/tools/Xilinx/Vitis/2020.2/gnu/aarch64/lin/aarch64-none/bin:/opt/tools/Xilinx/Vitis/2020.2/gnu/armr5/lin/gcc-arm-none-eabi/bin:/opt/tools/Xilinx/Vitis/2020.2/tps/lnx64/cmake-3.3.2/bin:/opt/tools/Xilinx/Vitis/2020.2/aietools/bin:/opt/xilinx/xrt/bin:/usr/local/sbin:/usr/local/bin:/usr/sbin:/usr/bin:/sbin:/bin:/usr/games:/usr/local/games:/snap/bin:/home/dparravicini/bin
LD_LIBRARY_PATH   : /opt/xilinx/xrt/lib:/mnt/scratch/zhe/openmpi/openmpi-4.1.1/lib:/mnt/scratch/zhe/openmpi/openmpi-4.1.1/lib:/opt/xilinx/xrt/lib:
PYTHONPATH        : /opt/xilinx/xrt/python:/opt/xilinx/xrt/python:
XILINX_XRT        : /opt/xilinx/xrt
PATH              : /opt/xilinx/xrt/bin:/mnt/scratch/zhe/openmpi/openmpi-4.1.1/bin:/mnt/scratch/zhe/openmpi/openmpi-4.1.1/bin:/usr/local/sbin:/usr/local/bin:/usr/sbin:/usr/bin:/sbin:/bin:/usr/games:/usr/local/games
LD_LIBRARY_PATH   : /opt/xilinx/xrt/lib:/mnt/scratch/zhe/openmpi/openmpi-4.1.1/lib:/mnt/scratch/zhe/openmpi/openmpi-4.1.1/lib:
PYTHONPATH        : /opt/xilinx/xrt/python:
XILINX_XRT        : /opt/xilinx/xrt
PATH              : /opt/xilinx/xrt/bin:/mnt/scratch/zhe/openmpi/openmpi-4.1.1/bin:/mnt/scratch/zhe/openmpi/openmpi-4.1.1/bin:/usr/local/sbin:/usr/local/bin:/usr/sbin:/usr/bin:/sbin:/bin:/usr/games:/usr/local/games
LD_LIBRARY_PATH   : /opt/xilinx/xrt/lib:/mnt/scratch/zhe/openmpi/openmpi-4.1.1/lib:/mnt/scratch/zhe/openmpi/openmpi-4.1.1/lib:
PYTHONPATH        : /opt/xilinx/xrt/python:
alveo4c
alveo1a
alveo2a
alveo1a, device on u250. Finished loading bitstream
alveo1a, bytes:33554432, num_elements:8388608, num_trials:200
alveo2a, device on u250. Finished loading bitstream
alveo2a, bytes:33554432, num_elements:8388608, num_trials:200
alveo4c, device on u280. Finished loading bitstream
alveo4c, bytes:33554432, num_elements:8388608, num_trials:200
Start All-gather test:
iteration:0, F2F_time[s]:0.063911, H2H_time:0.044043, sync_time:0.019868
iteration:1, F2F_time[s]:0.052023, H2H_time:0.039205, sync_time:0.012818
iteration:2, F2F_time[s]:0.057008, H2H_time:0.044169, sync_time:0.012839
iteration:3, F2F_time[s]:0.058438, H2H_time:0.045603, sync_time:0.012835
iteration:4, F2F_time[s]:0.058496, H2H_time:0.045644, sync_time:0.012852
iteration:5, F2F_time[s]:0.058507, H2H_time:0.045757, sync_time:0.012751
iteration:6, F2F_time[s]:0.058964, H2H_time:0.046155, sync_time:0.012809
iteration:7, F2F_time[s]:0.058113, H2H_time:0.045303, sync_time:0.012810
iteration:8, F2F_time[s]:0.057938, H2H_time:0.045237, sync_time:0.012701
iteration:9, F2F_time[s]:0.057308, H2H_time:0.044556, sync_time:0.012753
iteration:10, F2F_time[s]:0.057798, H2H_time:0.044948, sync_time:0.012850
iteration:11, F2F_time[s]:0.057925, H2H_time:0.045116, sync_time:0.012809
iteration:12, F2F_time[s]:0.058078, H2H_time:0.045243, sync_time:0.012835
iteration:13, F2F_time[s]:0.058845, H2H_time:0.046092, sync_time:0.012753
iteration:14, F2F_time[s]:0.058327, H2H_time:0.045557, sync_time:0.012770
iteration:15, F2F_time[s]:0.058502, H2H_time:0.045686, sync_time:0.012816
iteration:16, F2F_time[s]:0.058539, H2H_time:0.045741, sync_time:0.012798
iteration:17, F2F_time[s]:0.059411, H2H_time:0.046618, sync_time:0.012793
iteration:18, F2F_time[s]:0.054675, H2H_time:0.041826, sync_time:0.012849
iteration:19, F2F_time[s]:0.057045, H2H_time:0.044256, sync_time:0.012789
iteration:20, F2F_time[s]:0.058293, H2H_time:0.045561, sync_time:0.012731
iteration:21, F2F_time[s]:0.059092, H2H_time:0.046321, sync_time:0.012771
iteration:22, F2F_time[s]:0.058588, H2H_time:0.045807, sync_time:0.012781
iteration:23, F2F_time[s]:0.058611, H2H_time:0.045775, sync_time:0.012836
iteration:24, F2F_time[s]:0.057300, H2H_time:0.044554, sync_time:0.012745
iteration:25, F2F_time[s]:0.058630, H2H_time:0.045809, sync_time:0.012821
iteration:26, F2F_time[s]:0.057678, H2H_time:0.044907, sync_time:0.012771
iteration:27, F2F_time[s]:0.058295, H2H_time:0.045429, sync_time:0.012866
iteration:28, F2F_time[s]:0.058475, H2H_time:0.045693, sync_time:0.012782
iteration:29, F2F_time[s]:0.057934, H2H_time:0.045119, sync_time:0.012815
iteration:30, F2F_time[s]:0.057961, H2H_time:0.045146, sync_time:0.012815
iteration:31, F2F_time[s]:0.058170, H2H_time:0.045339, sync_time:0.012831
iteration:32, F2F_time[s]:0.058193, H2H_time:0.045178, sync_time:0.013015
iteration:33, F2F_time[s]:0.057891, H2H_time:0.045078, sync_time:0.012814
iteration:34, F2F_time[s]:0.057868, H2H_time:0.045064, sync_time:0.012804
iteration:35, F2F_time[s]:0.055117, H2H_time:0.042303, sync_time:0.012814
iteration:36, F2F_time[s]:0.056723, H2H_time:0.043982, sync_time:0.012741
iteration:37, F2F_time[s]:0.058077, H2H_time:0.045230, sync_time:0.012847
iteration:38, F2F_time[s]:0.057884, H2H_time:0.045056, sync_time:0.012828
iteration:39, F2F_time[s]:0.057729, H2H_time:0.044994, sync_time:0.012735
iteration:40, F2F_time[s]:0.058048, H2H_time:0.045208, sync_time:0.012840
iteration:41, F2F_time[s]:0.058050, H2H_time:0.045248, sync_time:0.012803
iteration:42, F2F_time[s]:0.058398, H2H_time:0.045602, sync_time:0.012796
iteration:43, F2F_time[s]:0.058481, H2H_time:0.045638, sync_time:0.012844
iteration:44, F2F_time[s]:0.058209, H2H_time:0.045444, sync_time:0.012765
iteration:45, F2F_time[s]:0.057215, H2H_time:0.044380, sync_time:0.012834
iteration:46, F2F_time[s]:0.058268, H2H_time:0.045461, sync_time:0.012808
iteration:47, F2F_time[s]:0.057400, H2H_time:0.044650, sync_time:0.012750
iteration:48, F2F_time[s]:0.057856, H2H_time:0.045029, sync_time:0.012827
iteration:49, F2F_time[s]:0.058070, H2H_time:0.045268, sync_time:0.012803
iteration:50, F2F_time[s]:0.057976, H2H_time:0.045155, sync_time:0.012822
iteration:51, F2F_time[s]:0.057572, H2H_time:0.044802, sync_time:0.012770
iteration:52, F2F_time[s]:0.058033, H2H_time:0.045245, sync_time:0.012788
iteration:53, F2F_time[s]:0.057944, H2H_time:0.045206, sync_time:0.012738
iteration:54, F2F_time[s]:0.057895, H2H_time:0.045105, sync_time:0.012790
iteration:55, F2F_time[s]:0.058402, H2H_time:0.045615, sync_time:0.012788
iteration:56, F2F_time[s]:0.057662, H2H_time:0.044852, sync_time:0.012809
iteration:57, F2F_time[s]:0.057991, H2H_time:0.045214, sync_time:0.012777
iteration:58, F2F_time[s]:0.057994, H2H_time:0.045223, sync_time:0.012771
iteration:59, F2F_time[s]:0.058223, H2H_time:0.045380, sync_time:0.012843
iteration:60, F2F_time[s]:0.057989, H2H_time:0.045240, sync_time:0.012749
iteration:61, F2F_time[s]:0.058852, H2H_time:0.046060, sync_time:0.012792
iteration:62, F2F_time[s]:0.057620, H2H_time:0.044876, sync_time:0.012744
iteration:63, F2F_time[s]:0.058025, H2H_time:0.045187, sync_time:0.012838
iteration:64, F2F_time[s]:0.058404, H2H_time:0.045576, sync_time:0.012828
iteration:65, F2F_time[s]:0.058597, H2H_time:0.045852, sync_time:0.012745
iteration:66, F2F_time[s]:0.058915, H2H_time:0.046139, sync_time:0.012776
iteration:67, F2F_time[s]:0.058460, H2H_time:0.045647, sync_time:0.012814
iteration:68, F2F_time[s]:0.058943, H2H_time:0.046125, sync_time:0.012818
iteration:69, F2F_time[s]:0.057166, H2H_time:0.044346, sync_time:0.012820
iteration:70, F2F_time[s]:0.058368, H2H_time:0.045593, sync_time:0.012775
iteration:71, F2F_time[s]:0.057781, H2H_time:0.045046, sync_time:0.012735
iteration:72, F2F_time[s]:0.058451, H2H_time:0.045674, sync_time:0.012777
iteration:73, F2F_time[s]:0.058491, H2H_time:0.045684, sync_time:0.012807
iteration:74, F2F_time[s]:0.058193, H2H_time:0.045353, sync_time:0.012840
iteration:75, F2F_time[s]:0.057318, H2H_time:0.044513, sync_time:0.012805
iteration:76, F2F_time[s]:0.058057, H2H_time:0.045236, sync_time:0.012821
iteration:77, F2F_time[s]:0.058495, H2H_time:0.045746, sync_time:0.012749
iteration:78, F2F_time[s]:0.058512, H2H_time:0.045743, sync_time:0.012769
iteration:79, F2F_time[s]:0.057949, H2H_time:0.045150, sync_time:0.012799
iteration:80, F2F_time[s]:0.057983, H2H_time:0.045163, sync_time:0.012820
iteration:81, F2F_time[s]:0.056558, H2H_time:0.043751, sync_time:0.012807
iteration:82, F2F_time[s]:0.056382, H2H_time:0.043534, sync_time:0.012848
iteration:83, F2F_time[s]:0.058230, H2H_time:0.045482, sync_time:0.012749
iteration:84, F2F_time[s]:0.057731, H2H_time:0.044958, sync_time:0.012773
iteration:85, F2F_time[s]:0.057442, H2H_time:0.044705, sync_time:0.012737
iteration:86, F2F_time[s]:0.057534, H2H_time:0.044695, sync_time:0.012840
iteration:87, F2F_time[s]:0.058318, H2H_time:0.045525, sync_time:0.012793
iteration:88, F2F_time[s]:0.057853, H2H_time:0.044874, sync_time:0.012979
iteration:89, F2F_time[s]:0.058639, H2H_time:0.045836, sync_time:0.012804
iteration:90, F2F_time[s]:0.058189, H2H_time:0.045403, sync_time:0.012786
iteration:91, F2F_time[s]:0.057109, H2H_time:0.044290, sync_time:0.012818
iteration:92, F2F_time[s]:0.058247, H2H_time:0.045435, sync_time:0.012813
iteration:93, F2F_time[s]:0.058359, H2H_time:0.045511, sync_time:0.012849
iteration:94, F2F_time[s]:0.058499, H2H_time:0.045680, sync_time:0.012819
iteration:95, F2F_time[s]:0.058317, H2H_time:0.045483, sync_time:0.012834
iteration:96, F2F_time[s]:0.058492, H2H_time:0.045679, sync_time:0.012813
iteration:97, F2F_time[s]:0.058732, H2H_time:0.045924, sync_time:0.012808
iteration:98, F2F_time[s]:0.058255, H2H_time:0.045559, sync_time:0.012696
iteration:99, F2F_time[s]:0.058690, H2H_time:0.045876, sync_time:0.012814
iteration:100, F2F_time[s]:0.058414, H2H_time:0.045614, sync_time:0.012800
iteration:101, F2F_time[s]:0.059026, H2H_time:0.046101, sync_time:0.012925
iteration:102, F2F_time[s]:0.058820, H2H_time:0.046016, sync_time:0.012804
iteration:103, F2F_time[s]:0.058370, H2H_time:0.045559, sync_time:0.012811
iteration:104, F2F_time[s]:0.058291, H2H_time:0.045492, sync_time:0.012799
iteration:105, F2F_time[s]:0.058026, H2H_time:0.045180, sync_time:0.012846
iteration:106, F2F_time[s]:0.058286, H2H_time:0.045597, sync_time:0.012689
iteration:107, F2F_time[s]:0.058322, H2H_time:0.045490, sync_time:0.012832
iteration:108, F2F_time[s]:0.058650, H2H_time:0.045808, sync_time:0.012843
iteration:109, F2F_time[s]:0.058148, H2H_time:0.045309, sync_time:0.012839
iteration:110, F2F_time[s]:0.058168, H2H_time:0.045322, sync_time:0.012846
iteration:111, F2F_time[s]:0.058419, H2H_time:0.045656, sync_time:0.012762
iteration:112, F2F_time[s]:0.058941, H2H_time:0.046120, sync_time:0.012821
iteration:113, F2F_time[s]:0.058162, H2H_time:0.045337, sync_time:0.012825
iteration:114, F2F_time[s]:0.058876, H2H_time:0.046062, sync_time:0.012814
iteration:115, F2F_time[s]:0.058684, H2H_time:0.045878, sync_time:0.012806
iteration:116, F2F_time[s]:0.058762, H2H_time:0.045894, sync_time:0.012867
iteration:117, F2F_time[s]:0.058788, H2H_time:0.045956, sync_time:0.012832
iteration:118, F2F_time[s]:0.057993, H2H_time:0.045201, sync_time:0.012791
iteration:119, F2F_time[s]:0.058750, H2H_time:0.045938, sync_time:0.012811
iteration:120, F2F_time[s]:0.058333, H2H_time:0.045578, sync_time:0.012755
iteration:121, F2F_time[s]:0.058674, H2H_time:0.045829, sync_time:0.012845
iteration:122, F2F_time[s]:0.058940, H2H_time:0.046160, sync_time:0.012779
iteration:123, F2F_time[s]:0.058587, H2H_time:0.045750, sync_time:0.012836
iteration:124, F2F_time[s]:0.057252, H2H_time:0.044415, sync_time:0.012837
iteration:125, F2F_time[s]:0.055658, H2H_time:0.042883, sync_time:0.012775
iteration:126, F2F_time[s]:0.056888, H2H_time:0.044093, sync_time:0.012794
iteration:127, F2F_time[s]:0.058216, H2H_time:0.045373, sync_time:0.012843
iteration:128, F2F_time[s]:0.058102, H2H_time:0.045338, sync_time:0.012764
iteration:129, F2F_time[s]:0.057870, H2H_time:0.045075, sync_time:0.012795
iteration:130, F2F_time[s]:0.057911, H2H_time:0.045124, sync_time:0.012786
iteration:131, F2F_time[s]:0.058994, H2H_time:0.046212, sync_time:0.012782
iteration:132, F2F_time[s]:0.058656, H2H_time:0.045815, sync_time:0.012841
iteration:133, F2F_time[s]:0.058651, H2H_time:0.045839, sync_time:0.012812
