alveo1a, bytes:33554432, num_elements:8388608, num_trials:100
alveo4b, bytes:33554432, num_elements:8388608, num_trials:100
alveo3b, bytes:33554432, num_elements:8388608, num_trials:100
alveo1b, bytes:33554432, num_elements:8388608, num_trials:100
alveo2a, bytes:33554432, num_elements:8388608, num_trials:100
alveo2b, bytes:33554432, num_elements:8388608, num_trials:100
iteration:0, time[s]:0.053417
iteration:1, time[s]:0.041576
iteration:2, time[s]:0.046387
iteration:3, time[s]:0.044769
iteration:4, time[s]:0.047218
iteration:5, time[s]:0.047058
iteration:6, time[s]:0.047069
iteration:7, time[s]:0.046920
iteration:8, time[s]:0.046529
iteration:9, time[s]:0.060889
iteration:10, time[s]:0.047146
iteration:11, time[s]:0.046322
iteration:12, time[s]:0.042817
iteration:13, time[s]:0.046570
iteration:14, time[s]:0.046399
iteration:15, time[s]:0.046882
iteration:16, time[s]:0.046493
iteration:17, time[s]:0.046849
iteration:18, time[s]:0.046555
iteration:19, time[s]:0.046450
iteration:20, time[s]:0.046620
iteration:21, time[s]:0.048140
iteration:22, time[s]:0.046052
iteration:23, time[s]:0.045872
iteration:24, time[s]:0.045823
iteration:25, time[s]:0.046234
iteration:26, time[s]:0.045917
iteration:27, time[s]:0.046042
iteration:28, time[s]:0.045649
iteration:29, time[s]:0.045841
iteration:30, time[s]:0.045766
iteration:31, time[s]:0.046600
iteration:32, time[s]:0.046141
iteration:33, time[s]:0.046356
iteration:34, time[s]:0.043065
iteration:35, time[s]:0.046776
iteration:36, time[s]:0.046766
iteration:37, time[s]:0.046666
iteration:38, time[s]:0.046329
iteration:39, time[s]:0.046253
iteration:40, time[s]:0.046366
iteration:41, time[s]:0.044365
iteration:42, time[s]:0.046232
iteration:43, time[s]:0.046339
iteration:44, time[s]:0.046166
iteration:45, time[s]:0.046493
iteration:46, time[s]:0.046733
iteration:47, time[s]:0.046011
iteration:48, time[s]:0.046559
iteration:49, time[s]:0.046609
iteration:50, time[s]:0.046383
iteration:51, time[s]:0.044489
iteration:52, time[s]:0.043567
iteration:53, time[s]:0.046968
iteration:54, time[s]:0.046592
iteration:55, time[s]:0.046694
iteration:56, time[s]:0.046296
iteration:57, time[s]:0.047017
iteration:58, time[s]:0.046585
iteration:59, time[s]:0.046646
iteration:60, time[s]:0.046713
iteration:61, time[s]:0.046809
iteration:62, time[s]:0.042576
iteration:63, time[s]:0.046497
iteration:64, time[s]:0.046070
iteration:65, time[s]:0.046852
iteration:66, time[s]:0.046623
iteration:67, time[s]:0.046519
iteration:68, time[s]:0.043710
iteration:69, time[s]:0.046341
iteration:70, time[s]:0.046948
iteration:71, time[s]:0.046739
iteration:72, time[s]:0.044686
iteration:73, time[s]:0.044727
iteration:74, time[s]:0.046688
iteration:75, time[s]:0.043999
iteration:76, time[s]:0.046904
iteration:77, time[s]:0.046618
iteration:78, time[s]:0.046643
iteration:79, time[s]:0.046431
iteration:80, time[s]:0.046281
iteration:81, time[s]:0.046543
iteration:82, time[s]:0.047178
iteration:83, time[s]:0.046578
iteration:84, time[s]:0.046795
iteration:85, time[s]:0.046525
iteration:86, time[s]:0.046557
iteration:87, time[s]:0.046345
iteration:88, time[s]:0.046875
iteration:89, time[s]:0.046587
iteration:90, time[s]:0.046379
iteration:91, time[s]:0.046535
iteration:92, time[s]:0.046096
iteration:93, time[s]:0.046675
iteration:94, time[s]:0.046861
iteration:95, time[s]:0.042852
iteration:96, time[s]:0.046739
iteration:97, time[s]:0.046643
iteration:98, time[s]:0.046463
iteration:99, time[s]:0.045951
iteration:100, time[s]:0.046232
Allgather per rank send element count:1398101, byte count:5592404, trials:100, Avg MPI_Allgather time [us]= *46296.961570
