XILINX_XRT        : /opt/xilinx/xrt
PATH              : /opt/xilinx/xrt/bin:/mnt/scratch/zhe/openmpi/openmpi-4.1.1/bin:/mnt/scratch/zhe/openmpi/openmpi-4.1.1/bin:/usr/local/sbin:/usr/local/bin:/usr/sbin:/usr/bin:/sbin:/bin:/usr/games:/usr/local/games
LD_LIBRARY_PATH   : /opt/xilinx/xrt/lib:/mnt/scratch/zhe/openmpi/openmpi-4.1.1/lib:/mnt/scratch/zhe/openmpi/openmpi-4.1.1/lib:
PYTHONPATH        : /opt/xilinx/xrt/python:
XILINX_XRT        : /opt/xilinx/xrt
PATH              : /opt/xilinx/xrt/bin:/mnt/scratch/zhe/openmpi/openmpi-4.1.1/bin:/mnt/scratch/zhe/openmpi/openmpi-4.1.1/bin:/usr/local/sbin:/usr/local/bin:/usr/sbin:/usr/bin:/sbin:/bin:/usr/games:/usr/local/games
LD_LIBRARY_PATH   : /opt/xilinx/xrt/lib:/mnt/scratch/zhe/openmpi/openmpi-4.1.1/lib:/mnt/scratch/zhe/openmpi/openmpi-4.1.1/lib:
PYTHONPATH        : /opt/xilinx/xrt/python:
XILINX_XRT        : /opt/xilinx/xrt
PATH              : /opt/xilinx/xrt/bin:/mnt/scratch/zhe/openmpi/openmpi-4.1.1/bin:/mnt/scratch/zhe/openmpi/openmpi-4.1.1/bin:/usr/local/sbin:/usr/local/bin:/usr/sbin:/usr/bin:/sbin:/bin:/usr/games:/usr/local/games
LD_LIBRARY_PATH   : /opt/xilinx/xrt/lib:/mnt/scratch/zhe/openmpi/openmpi-4.1.1/lib:/mnt/scratch/zhe/openmpi/openmpi-4.1.1/lib:
PYTHONPATH        : /opt/xilinx/xrt/python:
XILINX_XRT        : /opt/xilinx/xrt
PATH              : /opt/xilinx/xrt/bin:/mnt/scratch/zhe/openmpi/openmpi-4.1.1/bin:/mnt/scratch/zhe/openmpi/openmpi-4.1.1/bin:/usr/local/sbin:/usr/local/bin:/usr/sbin:/usr/bin:/sbin:/bin:/usr/games:/usr/local/games
LD_LIBRARY_PATH   : /opt/xilinx/xrt/lib:/mnt/scratch/zhe/openmpi/openmpi-4.1.1/lib:/mnt/scratch/zhe/openmpi/openmpi-4.1.1/lib:
PYTHONPATH        : /opt/xilinx/xrt/python:
XILINX_XRT        : /opt/xilinx/xrt
PATH              : /opt/xilinx/xrt/bin:/mnt/scratch/zhe/openmpi/openmpi-4.1.1/bin:/mnt/scratch/zhe/openmpi/openmpi-4.1.1/bin:/opt/tools/external/anaconda/envs/pynq-dask/bin:/opt/tools/external/anaconda/condabin:/opt/tools/Xilinx/Vitis/2020.2/bin:/opt/tools/Xilinx/Vitis/2020.2/gnu/microblaze/lin/bin:/opt/tools/Xilinx/Vitis/2020.2/gnu/arm/lin/bin:/opt/tools/Xilinx/Vitis/2020.2/gnu/microblaze/linux_toolchain/lin64_le/bin:/opt/tools/Xilinx/Vitis/2020.2/gnu/aarch32/lin/gcc-arm-linux-gnueabi/bin:/opt/tools/Xilinx/Vitis/2020.2/gnu/aarch32/lin/gcc-arm-none-eabi/bin:/opt/tools/Xilinx/Vitis/2020.2/gnu/aarch64/lin/aarch64-linux/bin:/opt/tools/Xilinx/Vitis/2020.2/gnu/aarch64/lin/aarch64-none/bin:/opt/tools/Xilinx/Vitis/2020.2/gnu/armr5/lin/gcc-arm-none-eabi/bin:/opt/tools/Xilinx/Vitis/2020.2/tps/lnx64/cmake-3.3.2/bin:/opt/tools/Xilinx/Vitis/2020.2/aietools/bin:/opt/xilinx/xrt/bin:/usr/local/sbin:/usr/local/bin:/usr/sbin:/usr/bin:/sbin:/bin:/usr/games:/usr/local/games:/snap/bin:/home/dparravicini/bin
LD_LIBRARY_PATH   : /opt/xilinx/xrt/lib:/mnt/scratch/zhe/openmpi/openmpi-4.1.1/lib:/mnt/scratch/zhe/openmpi/openmpi-4.1.1/lib:/opt/xilinx/xrt/lib:
PYTHONPATH        : /opt/xilinx/xrt/python:/opt/xilinx/xrt/python:
alveo3b
alveo4c
alveo2b
alveo2a
alveo1a
alveo3b, device on u280. Finished loading bitstream
alveo3b, bytes:524288, num_elements:131072, num_trials:200
alveo1a, device on u250. Finished loading bitstream
alveo1a, bytes:524288, num_elements:131072, num_trials:200
alveo4c, device on u280. Finished loading bitstream
alveo4c, bytes:524288, num_elements:131072, num_trials:200
Start Reduce test:
alveo2a, device on u250. Finished loading bitstream
alveo2a, bytes:524288, num_elements:131072, num_trials:200
alveo2b, device on u250. Finished loading bitstream
alveo2b, bytes:524288, num_elements:131072, num_trials:200
iteration:0, F2F_time[s]:0.003218, H2H_time:0.002485, sync_time:0.000733
iteration:1, F2F_time[s]:0.002050, H2H_time:0.001420, sync_time:0.000630
iteration:2, F2F_time[s]:0.001925, H2H_time:0.001257, sync_time:0.000668
iteration:3, F2F_time[s]:0.002022, H2H_time:0.001345, sync_time:0.000676
iteration:4, F2F_time[s]:0.001944, H2H_time:0.001299, sync_time:0.000645
iteration:5, F2F_time[s]:0.002034, H2H_time:0.001358, sync_time:0.000676
iteration:6, F2F_time[s]:0.001893, H2H_time:0.001244, sync_time:0.000650
iteration:7, F2F_time[s]:0.001761, H2H_time:0.001130, sync_time:0.000631
iteration:8, F2F_time[s]:0.001804, H2H_time:0.001215, sync_time:0.000590
iteration:9, F2F_time[s]:0.001739, H2H_time:0.001091, sync_time:0.000647
iteration:10, F2F_time[s]:0.001746, H2H_time:0.001114, sync_time:0.000632
iteration:11, F2F_time[s]:0.001664, H2H_time:0.001040, sync_time:0.000624
iteration:12, F2F_time[s]:0.001479, H2H_time:0.000954, sync_time:0.000524
iteration:13, F2F_time[s]:0.001644, H2H_time:0.001042, sync_time:0.000603
iteration:14, F2F_time[s]:0.001678, H2H_time:0.000965, sync_time:0.000713
iteration:15, F2F_time[s]:0.001727, H2H_time:0.001094, sync_time:0.000633
iteration:16, F2F_time[s]:0.001643, H2H_time:0.001025, sync_time:0.000618
iteration:17, F2F_time[s]:0.001519, H2H_time:0.000941, sync_time:0.000577
iteration:18, F2F_time[s]:0.001694, H2H_time:0.001054, sync_time:0.000640
iteration:19, F2F_time[s]:0.001593, H2H_time:0.001028, sync_time:0.000565
iteration:20, F2F_time[s]:0.001512, H2H_time:0.000936, sync_time:0.000575
iteration:21, F2F_time[s]:0.001655, H2H_time:0.001007, sync_time:0.000647
iteration:22, F2F_time[s]:0.001639, H2H_time:0.001021, sync_time:0.000619
iteration:23, F2F_time[s]:0.001702, H2H_time:0.001078, sync_time:0.000624
iteration:24, F2F_time[s]:0.001718, H2H_time:0.001128, sync_time:0.000591
iteration:25, F2F_time[s]:0.001584, H2H_time:0.001024, sync_time:0.000561
iteration:26, F2F_time[s]:0.001742, H2H_time:0.001025, sync_time:0.000716
iteration:27, F2F_time[s]:0.001796, H2H_time:0.001111, sync_time:0.000684
iteration:28, F2F_time[s]:0.001846, H2H_time:0.001198, sync_time:0.000649
iteration:29, F2F_time[s]:0.001910, H2H_time:0.001246, sync_time:0.000663
iteration:30, F2F_time[s]:0.001795, H2H_time:0.001158, sync_time:0.000637
iteration:31, F2F_time[s]:0.001684, H2H_time:0.001012, sync_time:0.000672
iteration:32, F2F_time[s]:0.001616, H2H_time:0.000996, sync_time:0.000620
iteration:33, F2F_time[s]:0.001729, H2H_time:0.001044, sync_time:0.000685
iteration:34, F2F_time[s]:0.001676, H2H_time:0.000994, sync_time:0.000682
iteration:35, F2F_time[s]:0.001671, H2H_time:0.001050, sync_time:0.000621
iteration:36, F2F_time[s]:0.001658, H2H_time:0.001013, sync_time:0.000645
iteration:37, F2F_time[s]:0.001599, H2H_time:0.001038, sync_time:0.000561
iteration:38, F2F_time[s]:0.001756, H2H_time:0.001094, sync_time:0.000662
iteration:39, F2F_time[s]:0.001658, H2H_time:0.001045, sync_time:0.000613
iteration:40, F2F_time[s]:0.001437, H2H_time:0.000913, sync_time:0.000524
iteration:41, F2F_time[s]:0.001558, H2H_time:0.000984, sync_time:0.000574
iteration:42, F2F_time[s]:0.001515, H2H_time:0.000935, sync_time:0.000580
iteration:43, F2F_time[s]:0.001499, H2H_time:0.000938, sync_time:0.000561
iteration:44, F2F_time[s]:0.001632, H2H_time:0.000980, sync_time:0.000651
iteration:45, F2F_time[s]:0.001532, H2H_time:0.000964, sync_time:0.000569
iteration:46, F2F_time[s]:0.001639, H2H_time:0.000986, sync_time:0.000653
iteration:47, F2F_time[s]:0.001547, H2H_time:0.000969, sync_time:0.000578
iteration:48, F2F_time[s]:0.001510, H2H_time:0.000942, sync_time:0.000568
iteration:49, F2F_time[s]:0.001526, H2H_time:0.000968, sync_time:0.000558
iteration:50, F2F_time[s]:0.001701, H2H_time:0.001069, sync_time:0.000632
iteration:51, F2F_time[s]:0.001919, H2H_time:0.001261, sync_time:0.000658
iteration:52, F2F_time[s]:0.001908, H2H_time:0.001195, sync_time:0.000713
iteration:53, F2F_time[s]:0.001629, H2H_time:0.001033, sync_time:0.000596
iteration:54, F2F_time[s]:0.001639, H2H_time:0.000991, sync_time:0.000648
iteration:55, F2F_time[s]:0.001650, H2H_time:0.001061, sync_time:0.000588
iteration:56, F2F_time[s]:0.001537, H2H_time:0.000982, sync_time:0.000555
iteration:57, F2F_time[s]:0.001645, H2H_time:0.001060, sync_time:0.000584
iteration:58, F2F_time[s]:0.001571, H2H_time:0.001016, sync_time:0.000556
iteration:59, F2F_time[s]:0.001564, H2H_time:0.000981, sync_time:0.000583
iteration:60, F2F_time[s]:0.001566, H2H_time:0.000944, sync_time:0.000621
iteration:61, F2F_time[s]:0.001643, H2H_time:0.001007, sync_time:0.000635
iteration:62, F2F_time[s]:0.001690, H2H_time:0.001044, sync_time:0.000646
iteration:63, F2F_time[s]:0.001663, H2H_time:0.001012, sync_time:0.000651
iteration:64, F2F_time[s]:0.001654, H2H_time:0.000981, sync_time:0.000673
iteration:65, F2F_time[s]:0.001663, H2H_time:0.001039, sync_time:0.000624
iteration:66, F2F_time[s]:0.001671, H2H_time:0.001012, sync_time:0.000658
iteration:67, F2F_time[s]:0.001706, H2H_time:0.001056, sync_time:0.000650
iteration:68, F2F_time[s]:0.001616, H2H_time:0.001017, sync_time:0.000599
iteration:69, F2F_time[s]:0.001481, H2H_time:0.000921, sync_time:0.000560
iteration:70, F2F_time[s]:0.001568, H2H_time:0.000955, sync_time:0.000612
iteration:71, F2F_time[s]:0.001641, H2H_time:0.000967, sync_time:0.000675
iteration:72, F2F_time[s]:0.001594, H2H_time:0.001002, sync_time:0.000592
iteration:73, F2F_time[s]:0.001659, H2H_time:0.000988, sync_time:0.000671
iteration:74, F2F_time[s]:0.001584, H2H_time:0.000980, sync_time:0.000604
iteration:75, F2F_time[s]:0.001510, H2H_time:0.000945, sync_time:0.000564
iteration:76, F2F_time[s]:0.001637, H2H_time:0.001011, sync_time:0.000626
iteration:77, F2F_time[s]:0.001597, H2H_time:0.000976, sync_time:0.000621
iteration:78, F2F_time[s]:0.001613, H2H_time:0.001025, sync_time:0.000588
iteration:79, F2F_time[s]:0.001688, H2H_time:0.001032, sync_time:0.000656
iteration:80, F2F_time[s]:0.001634, H2H_time:0.000991, sync_time:0.000643
iteration:81, F2F_time[s]:0.001682, H2H_time:0.001004, sync_time:0.000678
iteration:82, F2F_time[s]:0.001662, H2H_time:0.001104, sync_time:0.000558
iteration:83, F2F_time[s]:0.001575, H2H_time:0.000942, sync_time:0.000633
iteration:84, F2F_time[s]:0.001663, H2H_time:0.001036, sync_time:0.000626
iteration:85, F2F_time[s]:0.001630, H2H_time:0.001023, sync_time:0.000607
iteration:86, F2F_time[s]:0.001707, H2H_time:0.001050, sync_time:0.000657
