XILINX_XRT        : /opt/xilinx/xrt
PATH              : /opt/xilinx/xrt/bin:/mnt/scratch/zhe/openmpi/openmpi-4.1.1/bin:/mnt/scratch/zhe/openmpi/openmpi-4.1.1/bin:/usr/local/sbin:/usr/local/bin:/usr/sbin:/usr/bin:/sbin:/bin:/usr/games:/usr/local/games
LD_LIBRARY_PATH   : /opt/xilinx/xrt/lib:/mnt/scratch/zhe/openmpi/openmpi-4.1.1/lib:/mnt/scratch/zhe/openmpi/openmpi-4.1.1/lib:
PYTHONPATH        : /opt/xilinx/xrt/python:
XILINX_XRT        : /opt/xilinx/xrt
PATH              : /opt/xilinx/xrt/bin:/mnt/scratch/zhe/openmpi/openmpi-4.1.1/bin:/mnt/scratch/zhe/openmpi/openmpi-4.1.1/bin:/opt/tools/external/anaconda/envs/pynq-dask/bin:/opt/tools/external/anaconda/condabin:/opt/tools/Xilinx/Vitis/2020.2/bin:/opt/tools/Xilinx/Vitis/2020.2/gnu/microblaze/lin/bin:/opt/tools/Xilinx/Vitis/2020.2/gnu/arm/lin/bin:/opt/tools/Xilinx/Vitis/2020.2/gnu/microblaze/linux_toolchain/lin64_le/bin:/opt/tools/Xilinx/Vitis/2020.2/gnu/aarch32/lin/gcc-arm-linux-gnueabi/bin:/opt/tools/Xilinx/Vitis/2020.2/gnu/aarch32/lin/gcc-arm-none-eabi/bin:/opt/tools/Xilinx/Vitis/2020.2/gnu/aarch64/lin/aarch64-linux/bin:/opt/tools/Xilinx/Vitis/2020.2/gnu/aarch64/lin/aarch64-none/bin:/opt/tools/Xilinx/Vitis/2020.2/gnu/armr5/lin/gcc-arm-none-eabi/bin:/opt/tools/Xilinx/Vitis/2020.2/tps/lnx64/cmake-3.3.2/bin:/opt/tools/Xilinx/Vitis/2020.2/aietools/bin:/opt/xilinx/xrt/bin:/usr/local/sbin:/usr/local/bin:/usr/sbin:/usr/bin:/sbin:/bin:/usr/games:/usr/local/games:/snap/bin:/home/dparravicini/bin
LD_LIBRARY_PATH   : /opt/xilinx/xrt/lib:/mnt/scratch/zhe/openmpi/openmpi-4.1.1/lib:/mnt/scratch/zhe/openmpi/openmpi-4.1.1/lib:/opt/xilinx/xrt/lib:
PYTHONPATH        : /opt/xilinx/xrt/python:/opt/xilinx/xrt/python:
XILINX_XRT        : /opt/xilinx/xrt
PATH              : /opt/xilinx/xrt/bin:/mnt/scratch/zhe/openmpi/openmpi-4.1.1/bin:/mnt/scratch/zhe/openmpi/openmpi-4.1.1/bin:/usr/local/sbin:/usr/local/bin:/usr/sbin:/usr/bin:/sbin:/bin:/usr/games:/usr/local/games
LD_LIBRARY_PATH   : /opt/xilinx/xrt/lib:/mnt/scratch/zhe/openmpi/openmpi-4.1.1/lib:/mnt/scratch/zhe/openmpi/openmpi-4.1.1/lib:
PYTHONPATH        : /opt/xilinx/xrt/python:
XILINX_XRT        : /opt/xilinx/xrt
PATH              : /opt/xilinx/xrt/bin:/mnt/scratch/zhe/openmpi/openmpi-4.1.1/bin:/mnt/scratch/zhe/openmpi/openmpi-4.1.1/bin:/usr/local/sbin:/usr/local/bin:/usr/sbin:/usr/bin:/sbin:/bin:/usr/games:/usr/local/games
LD_LIBRARY_PATH   : /opt/xilinx/xrt/lib:/mnt/scratch/zhe/openmpi/openmpi-4.1.1/lib:/mnt/scratch/zhe/openmpi/openmpi-4.1.1/lib:
PYTHONPATH        : /opt/xilinx/xrt/python:
alveo1a
alveo4c
alveo2b
alveo2a
alveo1a, device on u250. Finished loading bitstream
alveo1a, bytes:33554432, num_elements:8388608, num_trials:200
alveo2b, device on u250. Finished loading bitstream
alveo2b, bytes:33554432, num_elements:8388608, num_trials:200
alveo2a, device on u250. Finished loading bitstream
alveo2a, bytes:33554432, num_elements:8388608, num_trials:200
alveo4c, device on u280. Finished loading bitstream
alveo4c, bytes:33554432, num_elements:8388608, num_trials:200
Start Reduce test:
iteration:0, F2F_time[s]:0.069702, H2H_time:0.056701, sync_time:0.013001
iteration:1, F2F_time[s]:0.064319, H2H_time:0.051338, sync_time:0.012981
iteration:2, F2F_time[s]:0.062193, H2H_time:0.049234, sync_time:0.012959
iteration:3, F2F_time[s]:0.061123, H2H_time:0.048170, sync_time:0.012953
iteration:4, F2F_time[s]:0.063258, H2H_time:0.050314, sync_time:0.012944
iteration:5, F2F_time[s]:0.065732, H2H_time:0.052773, sync_time:0.012959
iteration:6, F2F_time[s]:0.066979, H2H_time:0.054047, sync_time:0.012932
iteration:7, F2F_time[s]:0.064944, H2H_time:0.051965, sync_time:0.012980
iteration:8, F2F_time[s]:0.064137, H2H_time:0.051157, sync_time:0.012981
iteration:9, F2F_time[s]:0.064448, H2H_time:0.051514, sync_time:0.012934
iteration:10, F2F_time[s]:0.063602, H2H_time:0.050685, sync_time:0.012917
iteration:11, F2F_time[s]:0.062576, H2H_time:0.049645, sync_time:0.012931
iteration:12, F2F_time[s]:0.063409, H2H_time:0.050441, sync_time:0.012968
iteration:13, F2F_time[s]:0.063600, H2H_time:0.050633, sync_time:0.012967
iteration:14, F2F_time[s]:0.063916, H2H_time:0.050994, sync_time:0.012922
iteration:15, F2F_time[s]:0.062772, H2H_time:0.049853, sync_time:0.012919
iteration:16, F2F_time[s]:0.062141, H2H_time:0.049139, sync_time:0.013002
iteration:17, F2F_time[s]:0.062434, H2H_time:0.049507, sync_time:0.012927
iteration:18, F2F_time[s]:0.062761, H2H_time:0.049887, sync_time:0.012875
iteration:19, F2F_time[s]:0.063117, H2H_time:0.050215, sync_time:0.012902
iteration:20, F2F_time[s]:0.062310, H2H_time:0.049394, sync_time:0.012916
iteration:21, F2F_time[s]:0.063490, H2H_time:0.050500, sync_time:0.012990
iteration:22, F2F_time[s]:0.063040, H2H_time:0.050122, sync_time:0.012918
iteration:23, F2F_time[s]:0.062445, H2H_time:0.049557, sync_time:0.012888
iteration:24, F2F_time[s]:0.062790, H2H_time:0.049533, sync_time:0.013257
iteration:25, F2F_time[s]:0.062791, H2H_time:0.049935, sync_time:0.012856
iteration:26, F2F_time[s]:0.062866, H2H_time:0.049922, sync_time:0.012944
iteration:27, F2F_time[s]:0.063121, H2H_time:0.050199, sync_time:0.012921
iteration:28, F2F_time[s]:0.063339, H2H_time:0.050474, sync_time:0.012865
iteration:29, F2F_time[s]:0.063735, H2H_time:0.050844, sync_time:0.012891
iteration:30, F2F_time[s]:0.062537, H2H_time:0.049604, sync_time:0.012933
iteration:31, F2F_time[s]:0.062166, H2H_time:0.049175, sync_time:0.012991
iteration:32, F2F_time[s]:0.062010, H2H_time:0.049097, sync_time:0.012913
iteration:33, F2F_time[s]:0.063681, H2H_time:0.050759, sync_time:0.012922
iteration:34, F2F_time[s]:0.061735, H2H_time:0.048787, sync_time:0.012948
iteration:35, F2F_time[s]:0.062021, H2H_time:0.049098, sync_time:0.012923
iteration:36, F2F_time[s]:0.061665, H2H_time:0.048762, sync_time:0.012904
iteration:37, F2F_time[s]:0.063849, H2H_time:0.050894, sync_time:0.012954
iteration:38, F2F_time[s]:0.063683, H2H_time:0.050825, sync_time:0.012858
iteration:39, F2F_time[s]:0.063223, H2H_time:0.050354, sync_time:0.012869
