XILINX_XRT        : /opt/xilinx/xrt
PATH              : /opt/xilinx/xrt/bin:/mnt/scratch/zhe/openmpi/openmpi-4.1.1/bin:/mnt/scratch/zhe/openmpi/openmpi-4.1.1/bin:/usr/local/sbin:/usr/local/bin:/usr/sbin:/usr/bin:/sbin:/bin:/usr/games:/usr/local/games
LD_LIBRARY_PATH   : /opt/xilinx/xrt/lib:/mnt/scratch/zhe/openmpi/openmpi-4.1.1/lib:/mnt/scratch/zhe/openmpi/openmpi-4.1.1/lib:
PYTHONPATH        : /opt/xilinx/xrt/python:
XILINX_XRT        : /opt/xilinx/xrt
PATH              : /opt/xilinx/xrt/bin:/mnt/scratch/zhe/openmpi/openmpi-4.1.1/bin:/mnt/scratch/zhe/openmpi/openmpi-4.1.1/bin:/usr/local/sbin:/usr/local/bin:/usr/sbin:/usr/bin:/sbin:/bin:/usr/games:/usr/local/games
LD_LIBRARY_PATH   : /opt/xilinx/xrt/lib:/mnt/scratch/zhe/openmpi/openmpi-4.1.1/lib:/mnt/scratch/zhe/openmpi/openmpi-4.1.1/lib:
PYTHONPATH        : /opt/xilinx/xrt/python:
XILINX_XRT        : /opt/xilinx/xrt
PATH              : /opt/xilinx/xrt/bin:/mnt/scratch/zhe/openmpi/openmpi-4.1.1/bin:/mnt/scratch/zhe/openmpi/openmpi-4.1.1/bin:/usr/local/sbin:/usr/local/bin:/usr/sbin:/usr/bin:/sbin:/bin:/usr/games:/usr/local/games
LD_LIBRARY_PATH   : /opt/xilinx/xrt/lib:/mnt/scratch/zhe/openmpi/openmpi-4.1.1/lib:/mnt/scratch/zhe/openmpi/openmpi-4.1.1/lib:
PYTHONPATH        : /opt/xilinx/xrt/python:
XILINX_XRT        : /opt/xilinx/xrt
PATH              : /opt/xilinx/xrt/bin:/mnt/scratch/zhe/openmpi/openmpi-4.1.1/bin:/mnt/scratch/zhe/openmpi/openmpi-4.1.1/bin:/usr/local/sbin:/usr/local/bin:/usr/sbin:/usr/bin:/sbin:/bin:/usr/games:/usr/local/games
LD_LIBRARY_PATH   : /opt/xilinx/xrt/lib:/mnt/scratch/zhe/openmpi/openmpi-4.1.1/lib:/mnt/scratch/zhe/openmpi/openmpi-4.1.1/lib:
PYTHONPATH        : /opt/xilinx/xrt/python:
XILINX_XRT        : /opt/xilinx/xrt
PATH              : /opt/xilinx/xrt/bin:/mnt/scratch/zhe/openmpi/openmpi-4.1.1/bin:/mnt/scratch/zhe/openmpi/openmpi-4.1.1/bin:/usr/local/sbin:/usr/local/bin:/usr/sbin:/usr/bin:/sbin:/bin:/usr/games:/usr/local/games:/snap/bin
LD_LIBRARY_PATH   : /opt/xilinx/xrt/lib:/mnt/scratch/zhe/openmpi/openmpi-4.1.1/lib:/mnt/scratch/zhe/openmpi/openmpi-4.1.1/lib:
PYTHONPATH        : /opt/xilinx/xrt/python:
XILINX_XRT        : /opt/xilinx/xrt
PATH              : /opt/xilinx/xrt/bin:/mnt/scratch/zhe/openmpi/openmpi-4.1.1/bin:/mnt/scratch/zhe/openmpi/openmpi-4.1.1/bin:/opt/tools/external/anaconda/envs/pynq-dask/bin:/opt/tools/external/anaconda/condabin:/opt/tools/Xilinx/Vitis/2020.2/bin:/opt/tools/Xilinx/Vitis/2020.2/gnu/microblaze/lin/bin:/opt/tools/Xilinx/Vitis/2020.2/gnu/arm/lin/bin:/opt/tools/Xilinx/Vitis/2020.2/gnu/microblaze/linux_toolchain/lin64_le/bin:/opt/tools/Xilinx/Vitis/2020.2/gnu/aarch32/lin/gcc-arm-linux-gnueabi/bin:/opt/tools/Xilinx/Vitis/2020.2/gnu/aarch32/lin/gcc-arm-none-eabi/bin:/opt/tools/Xilinx/Vitis/2020.2/gnu/aarch64/lin/aarch64-linux/bin:/opt/tools/Xilinx/Vitis/2020.2/gnu/aarch64/lin/aarch64-none/bin:/opt/tools/Xilinx/Vitis/2020.2/gnu/armr5/lin/gcc-arm-none-eabi/bin:/opt/tools/Xilinx/Vitis/2020.2/tps/lnx64/cmake-3.3.2/bin:/opt/tools/Xilinx/Vitis/2020.2/aietools/bin:/opt/xilinx/xrt/bin:/usr/local/sbin:/usr/local/bin:/usr/sbin:/usr/bin:/sbin:/bin:/usr/games:/usr/local/games:/snap/bin:/home/dparravicini/bin
LD_LIBRARY_PATH   : /opt/xilinx/xrt/lib:/mnt/scratch/zhe/openmpi/openmpi-4.1.1/lib:/mnt/scratch/zhe/openmpi/openmpi-4.1.1/lib:/opt/xilinx/xrt/lib:
PYTHONPATH        : /opt/xilinx/xrt/python:/opt/xilinx/xrt/python:
XILINX_XRT        : /opt/xilinx/xrt
PATH              : /opt/xilinx/xrt/bin:/mnt/scratch/zhe/openmpi/openmpi-4.1.1/bin:/mnt/scratch/zhe/openmpi/openmpi-4.1.1/bin:/usr/local/sbin:/usr/local/bin:/usr/sbin:/usr/bin:/sbin:/bin:/usr/games:/usr/local/games
LD_LIBRARY_PATH   : /opt/xilinx/xrt/lib:/mnt/scratch/zhe/openmpi/openmpi-4.1.1/lib:/mnt/scratch/zhe/openmpi/openmpi-4.1.1/lib:
PYTHONPATH        : /opt/xilinx/xrt/python:
XILINX_XRT        : /opt/xilinx/xrt
PATH              : /opt/xilinx/xrt/bin:/mnt/scratch/zhe/openmpi/openmpi-4.1.1/bin:/mnt/scratch/zhe/openmpi/openmpi-4.1.1/bin:/usr/local/sbin:/usr/local/bin:/usr/sbin:/usr/bin:/sbin:/bin:/usr/games:/usr/local/games
LD_LIBRARY_PATH   : /opt/xilinx/xrt/lib:/mnt/scratch/zhe/openmpi/openmpi-4.1.1/lib:/mnt/scratch/zhe/openmpi/openmpi-4.1.1/lib:
PYTHONPATH        : /opt/xilinx/xrt/python:
alveo4c
alveo3c
alveo4b
alveo3b
alveo2b
alveo2a
alveo1b
alveo1a
alveo4c, device on u280. Finished loading bitstream
alveo4c, bytes:4194304, num_elements:1048576, num_trials:200
alveo3c, device on u280. Finished loading bitstream
alveo3c, bytes:4194304, num_elements:1048576, num_trials:200
alveo3b, device on u280. Finished loading bitstream
alveo3b, bytes:4194304, num_elements:1048576, num_trials:200
alveo1b, device on u250. Finished loading bitstream
alveo1b, bytes:4194304, num_elements:1048576, num_trials:200
alveo4b, device on u280. Finished loading bitstream
alveo4b, bytes:4194304, num_elements:1048576, num_trials:200
alveo2b, device on u250. Finished loading bitstream
alveo2b, bytes:4194304, num_elements:1048576, num_trials:200
alveo2a, device on u250. Finished loading bitstream
alveo2a, bytes:4194304, num_elements:1048576, num_trials:200
alveo1a, device on u250. Finished loading bitstream
alveo1a, bytes:4194304, num_elements:1048576, num_trials:200
Start Reduce test:
iteration:0, F2F_time[s]:0.014067, H2H_time:0.011711, sync_time:0.002356
iteration:1, F2F_time[s]:0.010653, H2H_time:0.008378, sync_time:0.002275
iteration:2, F2F_time[s]:0.009774, H2H_time:0.007431, sync_time:0.002343
iteration:3, F2F_time[s]:0.010256, H2H_time:0.008053, sync_time:0.002203
iteration:4, F2F_time[s]:0.009689, H2H_time:0.007375, sync_time:0.002314
iteration:5, F2F_time[s]:0.010766, H2H_time:0.008293, sync_time:0.002473
iteration:6, F2F_time[s]:0.010120, H2H_time:0.007711, sync_time:0.002409
iteration:7, F2F_time[s]:0.009708, H2H_time:0.007400, sync_time:0.002308
iteration:8, F2F_time[s]:0.010396, H2H_time:0.007947, sync_time:0.002449
iteration:9, F2F_time[s]:0.009658, H2H_time:0.007262, sync_time:0.002396
iteration:10, F2F_time[s]:0.009590, H2H_time:0.007250, sync_time:0.002340
iteration:11, F2F_time[s]:0.009617, H2H_time:0.007308, sync_time:0.002309
iteration:12, F2F_time[s]:0.010274, H2H_time:0.007923, sync_time:0.002352
iteration:13, F2F_time[s]:0.009943, H2H_time:0.007539, sync_time:0.002404
iteration:14, F2F_time[s]:0.010184, H2H_time:0.007837, sync_time:0.002348
iteration:15, F2F_time[s]:0.022303, H2H_time:0.019946, sync_time:0.002357
iteration:16, F2F_time[s]:0.009918, H2H_time:0.007524, sync_time:0.002394
iteration:17, F2F_time[s]:0.009075, H2H_time:0.006927, sync_time:0.002148
iteration:18, F2F_time[s]:0.008989, H2H_time:0.006879, sync_time:0.002110
iteration:19, F2F_time[s]:0.009301, H2H_time:0.006962, sync_time:0.002339
iteration:20, F2F_time[s]:0.009060, H2H_time:0.006725, sync_time:0.002335
iteration:21, F2F_time[s]:0.009186, H2H_time:0.006813, sync_time:0.002373
iteration:22, F2F_time[s]:0.009069, H2H_time:0.006912, sync_time:0.002157
iteration:23, F2F_time[s]:0.009239, H2H_time:0.006992, sync_time:0.002247
iteration:24, F2F_time[s]:0.009007, H2H_time:0.006809, sync_time:0.002198
iteration:25, F2F_time[s]:0.009191, H2H_time:0.006881, sync_time:0.002311
iteration:26, F2F_time[s]:0.009117, H2H_time:0.006783, sync_time:0.002334
iteration:27, F2F_time[s]:0.009164, H2H_time:0.006959, sync_time:0.002205
iteration:28, F2F_time[s]:0.008864, H2H_time:0.006714, sync_time:0.002150
iteration:29, F2F_time[s]:0.009151, H2H_time:0.006873, sync_time:0.002279
iteration:30, F2F_time[s]:0.009185, H2H_time:0.006938, sync_time:0.002247
iteration:31, F2F_time[s]:0.009248, H2H_time:0.006967, sync_time:0.002281
iteration:32, F2F_time[s]:0.008789, H2H_time:0.006551, sync_time:0.002238
iteration:33, F2F_time[s]:0.009337, H2H_time:0.007315, sync_time:0.002022
iteration:34, F2F_time[s]:0.009304, H2H_time:0.007104, sync_time:0.002199
iteration:35, F2F_time[s]:0.009038, H2H_time:0.006727, sync_time:0.002310
iteration:36, F2F_time[s]:0.008962, H2H_time:0.006665, sync_time:0.002297
iteration:37, F2F_time[s]:0.008998, H2H_time:0.006663, sync_time:0.002335
iteration:38, F2F_time[s]:0.009173, H2H_time:0.007077, sync_time:0.002096
iteration:39, F2F_time[s]:0.008976, H2H_time:0.006889, sync_time:0.002087
iteration:40, F2F_time[s]:0.009018, H2H_time:0.006697, sync_time:0.002321
iteration:41, F2F_time[s]:0.009235, H2H_time:0.006980, sync_time:0.002256
iteration:42, F2F_time[s]:0.009055, H2H_time:0.006864, sync_time:0.002191
iteration:43, F2F_time[s]:0.009473, H2H_time:0.007113, sync_time:0.002360
iteration:44, F2F_time[s]:0.009098, H2H_time:0.006928, sync_time:0.002170
iteration:45, F2F_time[s]:0.009064, H2H_time:0.006781, sync_time:0.002283
iteration:46, F2F_time[s]:0.009406, H2H_time:0.007043, sync_time:0.002363
iteration:47, F2F_time[s]:0.009117, H2H_time:0.006822, sync_time:0.002296
iteration:48, F2F_time[s]:0.009281, H2H_time:0.006940, sync_time:0.002341
iteration:49, F2F_time[s]:0.009116, H2H_time:0.006822, sync_time:0.002294
iteration:50, F2F_time[s]:0.009046, H2H_time:0.006750, sync_time:0.002296
iteration:51, F2F_time[s]:0.009365, H2H_time:0.007026, sync_time:0.002339
iteration:52, F2F_time[s]:0.008989, H2H_time:0.006791, sync_time:0.002198
iteration:53, F2F_time[s]:0.009193, H2H_time:0.006894, sync_time:0.002299
iteration:54, F2F_time[s]:0.008978, H2H_time:0.006595, sync_time:0.002383
iteration:55, F2F_time[s]:0.009038, H2H_time:0.006730, sync_time:0.002308
iteration:56, F2F_time[s]:0.009196, H2H_time:0.006874, sync_time:0.002322
iteration:57, F2F_time[s]:0.009261, H2H_time:0.006992, sync_time:0.002269
iteration:58, F2F_time[s]:0.022301, H2H_time:0.020017, sync_time:0.002284
iteration:59, F2F_time[s]:0.009119, H2H_time:0.006769, sync_time:0.002351
iteration:60, F2F_time[s]:0.008971, H2H_time:0.006839, sync_time:0.002133
iteration:61, F2F_time[s]:0.008985, H2H_time:0.006866, sync_time:0.002119
iteration:62, F2F_time[s]:0.008993, H2H_time:0.006757, sync_time:0.002236
