XILINX_XRT        : /opt/xilinx/xrt
PATH              : /opt/xilinx/xrt/bin:/mnt/scratch/zhe/openmpi/openmpi-4.1.1/bin:/mnt/scratch/zhe/openmpi/openmpi-4.1.1/bin:/usr/local/sbin:/usr/local/bin:/usr/sbin:/usr/bin:/sbin:/bin:/usr/games:/usr/local/games
LD_LIBRARY_PATH   : /opt/xilinx/xrt/lib:/mnt/scratch/zhe/openmpi/openmpi-4.1.1/lib:/mnt/scratch/zhe/openmpi/openmpi-4.1.1/lib:
PYTHONPATH        : /opt/xilinx/xrt/python:
XILINX_XRT        : /opt/xilinx/xrt
PATH              : /opt/xilinx/xrt/bin:/mnt/scratch/zhe/openmpi/openmpi-4.1.1/bin:/mnt/scratch/zhe/openmpi/openmpi-4.1.1/bin:/usr/local/sbin:/usr/local/bin:/usr/sbin:/usr/bin:/sbin:/bin:/usr/games:/usr/local/games
LD_LIBRARY_PATH   : /opt/xilinx/xrt/lib:/mnt/scratch/zhe/openmpi/openmpi-4.1.1/lib:/mnt/scratch/zhe/openmpi/openmpi-4.1.1/lib:
PYTHONPATH        : /opt/xilinx/xrt/python:
XILINX_XRT        : /opt/xilinx/xrt
PATH              : /opt/xilinx/xrt/bin:/mnt/scratch/zhe/openmpi/openmpi-4.1.1/bin:/mnt/scratch/zhe/openmpi/openmpi-4.1.1/bin:/usr/local/sbin:/usr/local/bin:/usr/sbin:/usr/bin:/sbin:/bin:/usr/games:/usr/local/games
LD_LIBRARY_PATH   : /opt/xilinx/xrt/lib:/mnt/scratch/zhe/openmpi/openmpi-4.1.1/lib:/mnt/scratch/zhe/openmpi/openmpi-4.1.1/lib:
PYTHONPATH        : /opt/xilinx/xrt/python:
XILINX_XRT        : /opt/xilinx/xrt
PATH              : /opt/xilinx/xrt/bin:/mnt/scratch/zhe/openmpi/openmpi-4.1.1/bin:/mnt/scratch/zhe/openmpi/openmpi-4.1.1/bin:/usr/local/sbin:/usr/local/bin:/usr/sbin:/usr/bin:/sbin:/bin:/usr/games:/usr/local/games
LD_LIBRARY_PATH   : /opt/xilinx/xrt/lib:/mnt/scratch/zhe/openmpi/openmpi-4.1.1/lib:/mnt/scratch/zhe/openmpi/openmpi-4.1.1/lib:
PYTHONPATH        : /opt/xilinx/xrt/python:
XILINX_XRT        : /opt/xilinx/xrt
PATH              : /opt/xilinx/xrt/bin:/mnt/scratch/zhe/openmpi/openmpi-4.1.1/bin:/mnt/scratch/zhe/openmpi/openmpi-4.1.1/bin:/opt/tools/external/anaconda/envs/pynq-dask/bin:/opt/tools/external/anaconda/condabin:/opt/tools/Xilinx/Vitis/2020.2/bin:/opt/tools/Xilinx/Vitis/2020.2/gnu/microblaze/lin/bin:/opt/tools/Xilinx/Vitis/2020.2/gnu/arm/lin/bin:/opt/tools/Xilinx/Vitis/2020.2/gnu/microblaze/linux_toolchain/lin64_le/bin:/opt/tools/Xilinx/Vitis/2020.2/gnu/aarch32/lin/gcc-arm-linux-gnueabi/bin:/opt/tools/Xilinx/Vitis/2020.2/gnu/aarch32/lin/gcc-arm-none-eabi/bin:/opt/tools/Xilinx/Vitis/2020.2/gnu/aarch64/lin/aarch64-linux/bin:/opt/tools/Xilinx/Vitis/2020.2/gnu/aarch64/lin/aarch64-none/bin:/opt/tools/Xilinx/Vitis/2020.2/gnu/armr5/lin/gcc-arm-none-eabi/bin:/opt/tools/Xilinx/Vitis/2020.2/tps/lnx64/cmake-3.3.2/bin:/opt/tools/Xilinx/Vitis/2020.2/aietools/bin:/opt/xilinx/xrt/bin:/usr/local/sbin:/usr/local/bin:/usr/sbin:/usr/bin:/sbin:/bin:/usr/games:/usr/local/games:/snap/bin:/home/dparravicini/bin
XILINX_XRT        : /opt/xilinx/xrt
PATH              : /opt/xilinx/xrt/bin:/mnt/scratch/zhe/openmpi/openmpi-4.1.1/bin:/mnt/scratch/zhe/openmpi/openmpi-4.1.1/bin:/usr/local/sbin:/usr/local/bin:/usr/sbin:/usr/bin:/sbin:/bin:/usr/games:/usr/local/games
LD_LIBRARY_PATH   : /opt/xilinx/xrt/lib:/mnt/scratch/zhe/openmpi/openmpi-4.1.1/lib:/mnt/scratch/zhe/openmpi/openmpi-4.1.1/lib:
PYTHONPATH        : /opt/xilinx/xrt/python:
LD_LIBRARY_PATH   : /opt/xilinx/xrt/lib:/mnt/scratch/zhe/openmpi/openmpi-4.1.1/lib:/mnt/scratch/zhe/openmpi/openmpi-4.1.1/lib:/opt/xilinx/xrt/lib:
PYTHONPATH        : /opt/xilinx/xrt/python:/opt/xilinx/xrt/python:
XILINX_XRT        : /opt/xilinx/xrt
PATH              : /opt/xilinx/xrt/bin:/mnt/scratch/zhe/openmpi/openmpi-4.1.1/bin:/mnt/scratch/zhe/openmpi/openmpi-4.1.1/bin:/usr/local/sbin:/usr/local/bin:/usr/sbin:/usr/bin:/sbin:/bin:/usr/games:/usr/local/games
LD_LIBRARY_PATH   : /opt/xilinx/xrt/lib:/mnt/scratch/zhe/openmpi/openmpi-4.1.1/lib:/mnt/scratch/zhe/openmpi/openmpi-4.1.1/lib:
PYTHONPATH        : /opt/xilinx/xrt/python:
alveo4b
alveo3b
alveo4c
alveo3c
alveo2b
alveo1a
alveo2a
alveo3c, device on u280. Finished loading bitstream
alveo3c, bytes:33554432, num_elements:8388608, num_trials:200
alveo4b, device on u280. Finished loading bitstream
alveo4b, bytes:33554432, num_elements:8388608, num_trials:200
alveo4c, device on u280. Finished loading bitstream
alveo4c, bytes:33554432, num_elements:8388608, num_trials:200
alveo3b, device on u280. Finished loading bitstream
alveo3b, bytes:33554432, num_elements:8388608, num_trials:200
alveo2b, device on u250. Finished loading bitstream
alveo2b, bytes:33554432, num_elements:8388608, num_trials:200
alveo2a, device on u250. Finished loading bitstream
alveo2a, bytes:33554432, num_elements:8388608, num_trials:200
alveo1a, device on u250. Finished loading bitstream
alveo1a, bytes:33554432, num_elements:8388608, num_trials:200
Start All-reduce test:
iteration:0, F2F_time[s]:0.122118, H2H_time:0.108836, sync_time:0.013282
iteration:1, F2F_time[s]:0.118863, H2H_time:0.105950, sync_time:0.012913
iteration:2, F2F_time[s]:0.119068, H2H_time:0.106063, sync_time:0.013005
iteration:3, F2F_time[s]:0.117736, H2H_time:0.104681, sync_time:0.013055
iteration:4, F2F_time[s]:0.106989, H2H_time:0.094022, sync_time:0.012967
iteration:5, F2F_time[s]:0.107314, H2H_time:0.094316, sync_time:0.012999
iteration:6, F2F_time[s]:0.108202, H2H_time:0.095287, sync_time:0.012915
iteration:7, F2F_time[s]:0.111381, H2H_time:0.098367, sync_time:0.013014
iteration:8, F2F_time[s]:0.107861, H2H_time:0.094894, sync_time:0.012967
iteration:9, F2F_time[s]:0.110784, H2H_time:0.097865, sync_time:0.012920
iteration:10, F2F_time[s]:0.106495, H2H_time:0.093508, sync_time:0.012987
iteration:11, F2F_time[s]:0.108374, H2H_time:0.095376, sync_time:0.012999
iteration:12, F2F_time[s]:0.109802, H2H_time:0.096841, sync_time:0.012961
iteration:13, F2F_time[s]:0.109357, H2H_time:0.096443, sync_time:0.012914
iteration:14, F2F_time[s]:0.108317, H2H_time:0.095347, sync_time:0.012969
iteration:15, F2F_time[s]:0.106397, H2H_time:0.093395, sync_time:0.013003
iteration:16, F2F_time[s]:0.107217, H2H_time:0.094253, sync_time:0.012964
iteration:17, F2F_time[s]:0.109247, H2H_time:0.096304, sync_time:0.012943
iteration:18, F2F_time[s]:0.110235, H2H_time:0.097328, sync_time:0.012907
iteration:19, F2F_time[s]:0.111708, H2H_time:0.098756, sync_time:0.012952
iteration:20, F2F_time[s]:0.113833, H2H_time:0.100846, sync_time:0.012987
iteration:21, F2F_time[s]:0.111853, H2H_time:0.098869, sync_time:0.012983
iteration:22, F2F_time[s]:0.112021, H2H_time:0.099065, sync_time:0.012955
iteration:23, F2F_time[s]:0.110165, H2H_time:0.097197, sync_time:0.012968
iteration:24, F2F_time[s]:0.110443, H2H_time:0.097505, sync_time:0.012937
iteration:25, F2F_time[s]:0.108578, H2H_time:0.095690, sync_time:0.012888
iteration:26, F2F_time[s]:0.108784, H2H_time:0.095786, sync_time:0.012998
iteration:27, F2F_time[s]:0.107265, H2H_time:0.094274, sync_time:0.012992
iteration:28, F2F_time[s]:0.107039, H2H_time:0.094043, sync_time:0.012997
iteration:29, F2F_time[s]:0.109436, H2H_time:0.096045, sync_time:0.013391
iteration:30, F2F_time[s]:0.109341, H2H_time:0.096381, sync_time:0.012961
iteration:31, F2F_time[s]:0.106342, H2H_time:0.093368, sync_time:0.012974
iteration:32, F2F_time[s]:0.107882, H2H_time:0.094833, sync_time:0.013049
iteration:33, F2F_time[s]:0.109424, H2H_time:0.096462, sync_time:0.012962
iteration:34, F2F_time[s]:0.109236, H2H_time:0.096197, sync_time:0.013040
iteration:35, F2F_time[s]:0.108447, H2H_time:0.095423, sync_time:0.013024
iteration:36, F2F_time[s]:0.109690, H2H_time:0.096687, sync_time:0.013003
iteration:37, F2F_time[s]:0.108486, H2H_time:0.095500, sync_time:0.012986
iteration:38, F2F_time[s]:0.107578, H2H_time:0.094580, sync_time:0.012998
iteration:39, F2F_time[s]:0.105874, H2H_time:0.092845, sync_time:0.013029
iteration:40, F2F_time[s]:0.105998, H2H_time:0.092999, sync_time:0.013000
iteration:41, F2F_time[s]:0.106082, H2H_time:0.093064, sync_time:0.013018
iteration:42, F2F_time[s]:0.108776, H2H_time:0.095780, sync_time:0.012996
iteration:43, F2F_time[s]:0.109182, H2H_time:0.096225, sync_time:0.012957
iteration:44, F2F_time[s]:0.107892, H2H_time:0.094935, sync_time:0.012957
iteration:45, F2F_time[s]:0.108288, H2H_time:0.095272, sync_time:0.013017
iteration:46, F2F_time[s]:0.107184, H2H_time:0.093999, sync_time:0.013185
iteration:47, F2F_time[s]:0.106026, H2H_time:0.092754, sync_time:0.013272
iteration:48, F2F_time[s]:0.106061, H2H_time:0.093077, sync_time:0.012983
iteration:49, F2F_time[s]:0.106690, H2H_time:0.093703, sync_time:0.012987
iteration:50, F2F_time[s]:0.109335, H2H_time:0.096311, sync_time:0.013024
iteration:51, F2F_time[s]:0.107334, H2H_time:0.094302, sync_time:0.013032
iteration:52, F2F_time[s]:0.108411, H2H_time:0.095218, sync_time:0.013194
iteration:53, F2F_time[s]:0.108096, H2H_time:0.095106, sync_time:0.012990
iteration:54, F2F_time[s]:0.106134, H2H_time:0.093165, sync_time:0.012970
iteration:55, F2F_time[s]:0.105854, H2H_time:0.092866, sync_time:0.012988
iteration:56, F2F_time[s]:0.106252, H2H_time:0.093270, sync_time:0.012982
