alveo1a, bytes:33554432, num_elements:8388608, num_trials:1000
alveo3c, bytes:33554432, num_elements:8388608, num_trials:1000
alveo3b, bytes:33554432, num_elements:8388608, num_trials:1000
alveo4b, bytes:33554432, num_elements:8388608, num_trials:1000
alveo2b, bytes:33554432, num_elements:8388608, num_trials:1000
alveo2a, bytes:33554432, num_elements:8388608, num_trials:1000
alveo1b, bytes:33554432, num_elements:8388608, num_trials:1000
iteration:0, time[s]:0.026025
iteration:1, time[s]:0.014397
iteration:2, time[s]:0.014456
iteration:3, time[s]:0.014055
iteration:4, time[s]:0.013914
iteration:5, time[s]:0.014127
iteration:6, time[s]:0.014042
iteration:7, time[s]:0.014395
iteration:8, time[s]:0.014299
iteration:9, time[s]:0.014308
iteration:10, time[s]:0.014320
iteration:11, time[s]:0.014118
iteration:12, time[s]:0.014167
iteration:13, time[s]:0.014025
iteration:14, time[s]:0.014001
iteration:15, time[s]:0.013962
iteration:16, time[s]:0.014376
iteration:17, time[s]:0.014128
iteration:18, time[s]:0.014190
iteration:19, time[s]:0.014423
iteration:20, time[s]:0.014130
iteration:21, time[s]:0.013903
iteration:22, time[s]:0.013857
iteration:23, time[s]:0.014068
iteration:24, time[s]:0.014167
iteration:25, time[s]:0.014152
iteration:26, time[s]:0.013828
iteration:27, time[s]:0.013924
iteration:28, time[s]:0.013928
iteration:29, time[s]:0.014072
iteration:30, time[s]:0.014054
iteration:31, time[s]:0.014093
iteration:32, time[s]:0.014244
iteration:33, time[s]:0.014082
iteration:34, time[s]:0.014617
iteration:35, time[s]:0.014127
iteration:36, time[s]:0.014181
iteration:37, time[s]:0.014079
iteration:38, time[s]:0.014176
iteration:39, time[s]:0.014141
iteration:40, time[s]:0.013979
iteration:41, time[s]:0.013831
iteration:42, time[s]:0.013987
iteration:43, time[s]:0.013996
iteration:44, time[s]:0.014049
iteration:45, time[s]:0.013883
iteration:46, time[s]:0.014085
iteration:47, time[s]:0.013843
iteration:48, time[s]:0.014091
iteration:49, time[s]:0.014303
iteration:50, time[s]:0.014029
iteration:51, time[s]:0.014012
iteration:52, time[s]:0.014007
iteration:53, time[s]:0.014019
iteration:54, time[s]:0.014192
iteration:55, time[s]:0.013969
iteration:56, time[s]:0.014297
iteration:57, time[s]:0.013823
iteration:58, time[s]:0.014259
iteration:59, time[s]:0.013969
iteration:60, time[s]:0.014124
iteration:61, time[s]:0.014049
iteration:62, time[s]:0.014001
iteration:63, time[s]:0.013932
iteration:64, time[s]:0.014086
iteration:65, time[s]:0.014097
iteration:66, time[s]:0.014010
iteration:67, time[s]:0.013909
iteration:68, time[s]:0.013959
iteration:69, time[s]:0.014195
iteration:70, time[s]:0.013897
iteration:71, time[s]:0.014113
iteration:72, time[s]:0.013872
iteration:73, time[s]:0.014049
iteration:74, time[s]:0.013745
iteration:75, time[s]:0.014133
iteration:76, time[s]:0.014311
iteration:77, time[s]:0.014511
iteration:78, time[s]:0.014174
iteration:79, time[s]:0.014597
iteration:80, time[s]:0.014249
iteration:81, time[s]:0.014287
iteration:82, time[s]:0.014328
iteration:83, time[s]:0.014236
iteration:84, time[s]:0.014360
iteration:85, time[s]:0.014185
