alveo4b, bytes:33554432, num_elements:8388608, num_trials:1000
alveo1a, bytes:33554432, num_elements:8388608, num_trials:1000
alveo1b, bytes:33554432, num_elements:8388608, num_trials:1000
alveo2a, bytes:33554432, num_elements:8388608, num_trials:1000
alveo2b, bytes:33554432, num_elements:8388608, num_trials:1000
iteration:0, time[s]:0.013145
iteration:1, time[s]:0.008341
iteration:2, time[s]:0.008419
iteration:3, time[s]:0.008833
iteration:4, time[s]:0.008703
iteration:5, time[s]:0.008910
iteration:6, time[s]:0.008888
iteration:7, time[s]:0.008838
iteration:8, time[s]:0.008921
iteration:9, time[s]:0.009193
iteration:10, time[s]:0.009253
iteration:11, time[s]:0.019493
iteration:12, time[s]:0.008838
iteration:13, time[s]:0.009158
iteration:14, time[s]:0.008959
iteration:15, time[s]:0.008870
iteration:16, time[s]:0.008782
iteration:17, time[s]:0.009037
iteration:18, time[s]:0.008857
iteration:19, time[s]:0.008910
iteration:20, time[s]:0.009049
iteration:21, time[s]:0.009148
iteration:22, time[s]:0.009304
iteration:23, time[s]:0.008877
iteration:24, time[s]:0.008994
iteration:25, time[s]:0.009337
iteration:26, time[s]:0.009001
iteration:27, time[s]:0.008778
iteration:28, time[s]:0.008853
iteration:29, time[s]:0.008863
iteration:30, time[s]:0.009232
iteration:31, time[s]:0.009129
iteration:32, time[s]:0.008814
iteration:33, time[s]:0.008965
iteration:34, time[s]:0.008828
iteration:35, time[s]:0.008495
iteration:36, time[s]:0.009058
iteration:37, time[s]:0.008795
iteration:38, time[s]:0.009176
iteration:39, time[s]:0.008868
iteration:40, time[s]:0.008960
iteration:41, time[s]:0.009226
iteration:42, time[s]:0.008981
iteration:43, time[s]:0.008898
iteration:44, time[s]:0.008365
iteration:45, time[s]:0.008658
iteration:46, time[s]:0.008945
iteration:47, time[s]:0.008859
iteration:48, time[s]:0.009151
iteration:49, time[s]:0.009158
iteration:50, time[s]:0.008912
iteration:51, time[s]:0.008351
iteration:52, time[s]:0.009063
iteration:53, time[s]:0.008825
iteration:54, time[s]:0.009063
iteration:55, time[s]:0.009195
iteration:56, time[s]:0.008681
iteration:57, time[s]:0.009075
iteration:58, time[s]:0.009033
iteration:59, time[s]:0.008943
iteration:60, time[s]:0.008781
iteration:61, time[s]:0.007956
iteration:62, time[s]:0.008706
iteration:63, time[s]:0.008689
iteration:64, time[s]:0.008953
iteration:65, time[s]:0.008545
iteration:66, time[s]:0.008627
iteration:67, time[s]:0.008737
iteration:68, time[s]:0.008926
iteration:69, time[s]:0.008763
iteration:70, time[s]:0.008917
iteration:71, time[s]:0.008415
iteration:72, time[s]:0.008712
iteration:73, time[s]:0.008810
iteration:74, time[s]:0.008918
iteration:75, time[s]:0.008653
iteration:76, time[s]:0.008806
iteration:77, time[s]:0.008383
iteration:78, time[s]:0.008766
iteration:79, time[s]:0.008902
iteration:80, time[s]:0.008871
iteration:81, time[s]:0.009141
iteration:82, time[s]:0.008789
iteration:83, time[s]:0.008845
iteration:84, time[s]:0.008699
iteration:85, time[s]:0.009074
iteration:86, time[s]:0.008765
iteration:87, time[s]:0.008839
iteration:88, time[s]:0.009200
iteration:89, time[s]:0.008935
iteration:90, time[s]:0.008714
iteration:91, time[s]:0.008720
iteration:92, time[s]:0.008823
