XILINX_XRT        : /opt/xilinx/xrt
PATH              : /opt/xilinx/xrt/bin:/mnt/scratch/zhe/openmpi/openmpi-4.1.1/bin:/mnt/scratch/zhe/openmpi/openmpi-4.1.1/bin:/usr/local/sbin:/usr/local/bin:/usr/sbin:/usr/bin:/sbin:/bin:/usr/games:/usr/local/games
LD_LIBRARY_PATH   : /opt/xilinx/xrt/lib:/mnt/scratch/zhe/openmpi/openmpi-4.1.1/lib:/mnt/scratch/zhe/openmpi/openmpi-4.1.1/lib:
PYTHONPATH        : /opt/xilinx/xrt/python:
XILINX_XRT        : /opt/xilinx/xrt
PATH              : /opt/xilinx/xrt/bin:/mnt/scratch/zhe/openmpi/openmpi-4.1.1/bin:/mnt/scratch/zhe/openmpi/openmpi-4.1.1/bin:/usr/local/sbin:/usr/local/bin:/usr/sbin:/usr/bin:/sbin:/bin:/usr/games:/usr/local/games
LD_LIBRARY_PATH   : /opt/xilinx/xrt/lib:/mnt/scratch/zhe/openmpi/openmpi-4.1.1/lib:/mnt/scratch/zhe/openmpi/openmpi-4.1.1/lib:
PYTHONPATH        : /opt/xilinx/xrt/python:
XILINX_XRT        : /opt/xilinx/xrt
PATH              : /opt/xilinx/xrt/bin:/mnt/scratch/zhe/openmpi/openmpi-4.1.1/bin:/mnt/scratch/zhe/openmpi/openmpi-4.1.1/bin:/opt/tools/external/anaconda/envs/pynq-dask/bin:/opt/tools/external/anaconda/condabin:/opt/tools/Xilinx/Vitis/2020.2/bin:/opt/tools/Xilinx/Vitis/2020.2/gnu/microblaze/lin/bin:/opt/tools/Xilinx/Vitis/2020.2/gnu/arm/lin/bin:/opt/tools/Xilinx/Vitis/2020.2/gnu/microblaze/linux_toolchain/lin64_le/bin:/opt/tools/Xilinx/Vitis/2020.2/gnu/aarch32/lin/gcc-arm-linux-gnueabi/bin:/opt/tools/Xilinx/Vitis/2020.2/gnu/aarch32/lin/gcc-arm-none-eabi/bin:/opt/tools/Xilinx/Vitis/2020.2/gnu/aarch64/lin/aarch64-linux/bin:/opt/tools/Xilinx/Vitis/2020.2/gnu/aarch64/lin/aarch64-none/bin:/opt/tools/Xilinx/Vitis/2020.2/gnu/armr5/lin/gcc-arm-none-eabi/bin:/opt/tools/Xilinx/Vitis/2020.2/tps/lnx64/cmake-3.3.2/bin:/opt/tools/Xilinx/Vitis/2020.2/aietools/bin:/opt/xilinx/xrt/bin:/usr/local/sbin:/usr/local/bin:/usr/sbin:/usr/bin:/sbin:/bin:/usr/games:/usr/local/games:/snap/bin:/home/dparravicini/bin
LD_LIBRARY_PATH   : /opt/xilinx/xrt/lib:/mnt/scratch/zhe/openmpi/openmpi-4.1.1/lib:/mnt/scratch/zhe/openmpi/openmpi-4.1.1/lib:/opt/xilinx/xrt/lib:
PYTHONPATH        : /opt/xilinx/xrt/python:/opt/xilinx/xrt/python:
XILINX_XRT        : /opt/xilinx/xrt
PATH              : /opt/xilinx/xrt/bin:/mnt/scratch/zhe/openmpi/openmpi-4.1.1/bin:/mnt/scratch/zhe/openmpi/openmpi-4.1.1/bin:/usr/local/sbin:/usr/local/bin:/usr/sbin:/usr/bin:/sbin:/bin:/usr/games:/usr/local/games
XILINX_XRT        : /opt/xilinx/xrt
PATH              : /opt/xilinx/xrt/bin:/mnt/scratch/zhe/openmpi/openmpi-4.1.1/bin:/mnt/scratch/zhe/openmpi/openmpi-4.1.1/bin:/usr/local/sbin:/usr/local/bin:/usr/sbin:/usr/bin:/sbin:/bin:/usr/games:/usr/local/games
LD_LIBRARY_PATH   : /opt/xilinx/xrt/lib:/mnt/scratch/zhe/openmpi/openmpi-4.1.1/lib:/mnt/scratch/zhe/openmpi/openmpi-4.1.1/lib:
PYTHONPATH        : /opt/xilinx/xrt/python:
LD_LIBRARY_PATH   : /opt/xilinx/xrt/lib:/mnt/scratch/zhe/openmpi/openmpi-4.1.1/lib:/mnt/scratch/zhe/openmpi/openmpi-4.1.1/lib:
PYTHONPATH        : /opt/xilinx/xrt/python:
alveo1a
alveo3b
alveo4c
alveo2b
alveo2a
alveo2b, device on u250. Finished loading bitstream
alveo2b, bytes:1048576, num_elements:262144, num_trials:200
alveo2a, device on u250. Finished loading bitstream
alveo2a, bytes:1048576, num_elements:262144, num_trials:200
alveo3b, device on u280. Finished loading bitstream
alveo3b, bytes:1048576, num_elements:262144, num_trials:200
alveo4c, device on u280. Finished loading bitstream
alveo4c, bytes:1048576, num_elements:262144, num_trials:200
alveo1a, device on u250. Finished loading bitstream
alveo1a, bytes:1048576, num_elements:262144, num_trials:200
Start Gather test:
iteration:0, F2F_time[s]:0.002372, H2H_time:0.001566, sync_time:0.000806
iteration:1, F2F_time[s]:0.001591, H2H_time:0.000661, sync_time:0.000930
iteration:2, F2F_time[s]:0.001616, H2H_time:0.000787, sync_time:0.000829
iteration:3, F2F_time[s]:0.001690, H2H_time:0.000753, sync_time:0.000937
iteration:4, F2F_time[s]:0.001636, H2H_time:0.000771, sync_time:0.000866
iteration:5, F2F_time[s]:0.001366, H2H_time:0.000547, sync_time:0.000820
iteration:6, F2F_time[s]:0.001413, H2H_time:0.000561, sync_time:0.000852
iteration:7, F2F_time[s]:0.001309, H2H_time:0.000563, sync_time:0.000747
iteration:8, F2F_time[s]:0.001423, H2H_time:0.000584, sync_time:0.000840
iteration:9, F2F_time[s]:0.001419, H2H_time:0.000687, sync_time:0.000732
iteration:10, F2F_time[s]:0.001476, H2H_time:0.000703, sync_time:0.000773
iteration:11, F2F_time[s]:0.001657, H2H_time:0.000746, sync_time:0.000911
iteration:12, F2F_time[s]:0.001583, H2H_time:0.000742, sync_time:0.000841
iteration:13, F2F_time[s]:0.001317, H2H_time:0.000608, sync_time:0.000709
iteration:14, F2F_time[s]:0.001394, H2H_time:0.000627, sync_time:0.000767
iteration:15, F2F_time[s]:0.001462, H2H_time:0.000573, sync_time:0.000889
iteration:16, F2F_time[s]:0.001398, H2H_time:0.000616, sync_time:0.000782
iteration:17, F2F_time[s]:0.001544, H2H_time:0.000604, sync_time:0.000940
iteration:18, F2F_time[s]:0.001716, H2H_time:0.000791, sync_time:0.000925
iteration:19, F2F_time[s]:0.001575, H2H_time:0.000659, sync_time:0.000916
iteration:20, F2F_time[s]:0.001417, H2H_time:0.000575, sync_time:0.000842
iteration:21, F2F_time[s]:0.001267, H2H_time:0.000557, sync_time:0.000710
iteration:22, F2F_time[s]:0.001308, H2H_time:0.000519, sync_time:0.000789
iteration:23, F2F_time[s]:0.001302, H2H_time:0.000552, sync_time:0.000751
iteration:24, F2F_time[s]:0.001289, H2H_time:0.000492, sync_time:0.000797
iteration:25, F2F_time[s]:0.001350, H2H_time:0.000547, sync_time:0.000803
iteration:26, F2F_time[s]:0.001378, H2H_time:0.000527, sync_time:0.000850
iteration:27, F2F_time[s]:0.001306, H2H_time:0.000521, sync_time:0.000785
iteration:28, F2F_time[s]:0.001246, H2H_time:0.000485, sync_time:0.000761
iteration:29, F2F_time[s]:0.001274, H2H_time:0.000515, sync_time:0.000759
iteration:30, F2F_time[s]:0.001445, H2H_time:0.000630, sync_time:0.000815
iteration:31, F2F_time[s]:0.001401, H2H_time:0.000496, sync_time:0.000905
iteration:32, F2F_time[s]:0.001284, H2H_time:0.000490, sync_time:0.000794
iteration:33, F2F_time[s]:0.001285, H2H_time:0.000527, sync_time:0.000757
iteration:34, F2F_time[s]:0.001264, H2H_time:0.000528, sync_time:0.000736
iteration:35, F2F_time[s]:0.001375, H2H_time:0.000520, sync_time:0.000855
iteration:36, F2F_time[s]:0.001642, H2H_time:0.000731, sync_time:0.000911
iteration:37, F2F_time[s]:0.001483, H2H_time:0.000606, sync_time:0.000877
iteration:38, F2F_time[s]:0.001417, H2H_time:0.000557, sync_time:0.000860
iteration:39, F2F_time[s]:0.001468, H2H_time:0.000585, sync_time:0.000883
iteration:40, F2F_time[s]:0.001357, H2H_time:0.000541, sync_time:0.000816
iteration:41, F2F_time[s]:0.001301, H2H_time:0.000539, sync_time:0.000763
iteration:42, F2F_time[s]:0.001269, H2H_time:0.000523, sync_time:0.000746
iteration:43, F2F_time[s]:0.001511, H2H_time:0.000611, sync_time:0.000900
iteration:44, F2F_time[s]:0.001255, H2H_time:0.000504, sync_time:0.000751
iteration:45, F2F_time[s]:0.001313, H2H_time:0.000517, sync_time:0.000796
iteration:46, F2F_time[s]:0.001261, H2H_time:0.000523, sync_time:0.000738
iteration:47, F2F_time[s]:0.001295, H2H_time:0.000516, sync_time:0.000779
iteration:48, F2F_time[s]:0.001277, H2H_time:0.000516, sync_time:0.000761
iteration:49, F2F_time[s]:0.001276, H2H_time:0.000501, sync_time:0.000775
iteration:50, F2F_time[s]:0.001224, H2H_time:0.000502, sync_time:0.000722
iteration:51, F2F_time[s]:0.001284, H2H_time:0.000553, sync_time:0.000731
iteration:52, F2F_time[s]:0.001244, H2H_time:0.000494, sync_time:0.000750
iteration:53, F2F_time[s]:0.001331, H2H_time:0.000557, sync_time:0.000775
iteration:54, F2F_time[s]:0.001292, H2H_time:0.000491, sync_time:0.000801
iteration:55, F2F_time[s]:0.001346, H2H_time:0.000551, sync_time:0.000796
iteration:56, F2F_time[s]:0.001499, H2H_time:0.000579, sync_time:0.000920
iteration:57, F2F_time[s]:0.001376, H2H_time:0.000584, sync_time:0.000791
