XILINX_XRT        : /opt/xilinx/xrt
PATH              : /opt/xilinx/xrt/bin:/mnt/scratch/zhe/openmpi/openmpi-4.1.1/bin:/mnt/scratch/zhe/openmpi/openmpi-4.1.1/bin:/opt/tools/external/anaconda/envs/pynq-dask/bin:/opt/tools/external/anaconda/condabin:/opt/tools/Xilinx/Vitis/2020.2/bin:/opt/tools/Xilinx/Vitis/2020.2/gnu/microblaze/lin/bin:/opt/tools/Xilinx/Vitis/2020.2/gnu/arm/lin/bin:/opt/tools/Xilinx/Vitis/2020.2/gnu/microblaze/linux_toolchain/lin64_le/bin:/opt/tools/Xilinx/Vitis/2020.2/gnu/aarch32/lin/gcc-arm-linux-gnueabi/bin:/opt/tools/Xilinx/Vitis/2020.2/gnu/aarch32/lin/gcc-arm-none-eabi/bin:/opt/tools/Xilinx/Vitis/2020.2/gnu/aarch64/lin/aarch64-linux/bin:/opt/tools/Xilinx/Vitis/2020.2/gnu/aarch64/lin/aarch64-none/bin:/opt/tools/Xilinx/Vitis/2020.2/gnu/armr5/lin/gcc-arm-none-eabi/bin:/opt/tools/Xilinx/Vitis/2020.2/tps/lnx64/cmake-3.3.2/bin:/opt/tools/Xilinx/Vitis/2020.2/aietools/bin:/opt/xilinx/xrt/bin:/usr/local/sbin:/usr/local/bin:/usr/sbin:/usr/bin:/sbin:/bin:/usr/games:/usr/local/games:/snap/bin:/home/dparravicini/bin
LD_LIBRARY_PATH   : /opt/xilinx/xrt/lib:/mnt/scratch/zhe/openmpi/openmpi-4.1.1/lib:/mnt/scratch/zhe/openmpi/openmpi-4.1.1/lib:/opt/xilinx/xrt/lib:
PYTHONPATH        : /opt/xilinx/xrt/python:/opt/xilinx/xrt/python:
XILINX_XRT        : /opt/xilinx/xrt
PATH              : /opt/xilinx/xrt/bin:/mnt/scratch/zhe/openmpi/openmpi-4.1.1/bin:/mnt/scratch/zhe/openmpi/openmpi-4.1.1/bin:/usr/local/sbin:/usr/local/bin:/usr/sbin:/usr/bin:/sbin:/bin:/usr/games:/usr/local/games
LD_LIBRARY_PATH   : /opt/xilinx/xrt/lib:/mnt/scratch/zhe/openmpi/openmpi-4.1.1/lib:/mnt/scratch/zhe/openmpi/openmpi-4.1.1/lib:
PYTHONPATH        : /opt/xilinx/xrt/python:
XILINX_XRT        : /opt/xilinx/xrt
PATH              : /opt/xilinx/xrt/bin:/mnt/scratch/zhe/openmpi/openmpi-4.1.1/bin:/mnt/scratch/zhe/openmpi/openmpi-4.1.1/bin:/usr/local/sbin:/usr/local/bin:/usr/sbin:/usr/bin:/sbin:/bin:/usr/games:/usr/local/games
LD_LIBRARY_PATH   : /opt/xilinx/xrt/lib:/mnt/scratch/zhe/openmpi/openmpi-4.1.1/lib:/mnt/scratch/zhe/openmpi/openmpi-4.1.1/lib:
PYTHONPATH        : /opt/xilinx/xrt/python:
XILINX_XRT        : /opt/xilinx/xrt
PATH              : /opt/xilinx/xrt/bin:/mnt/scratch/zhe/openmpi/openmpi-4.1.1/bin:/mnt/scratch/zhe/openmpi/openmpi-4.1.1/bin:/usr/local/sbin:/usr/local/bin:/usr/sbin:/usr/bin:/sbin:/bin:/usr/games:/usr/local/games
LD_LIBRARY_PATH   : /opt/xilinx/xrt/lib:/mnt/scratch/zhe/openmpi/openmpi-4.1.1/lib:/mnt/scratch/zhe/openmpi/openmpi-4.1.1/lib:
PYTHONPATH        : /opt/xilinx/xrt/python:
alveo2a
alveo1a
alveo4c
alveo2b
alveo4c, device on u280. Finished loading bitstream
alveo4c, bytes:33554432, num_elements:8388608, num_trials:200
alveo2a, device on u250. Finished loading bitstream
alveo2a, bytes:33554432, num_elements:8388608, num_trials:200
alveo1a, device on u250. Finished loading bitstream
alveo1a, bytes:33554432, num_elements:8388608, num_trials:200
alveo2b, device on u250. Finished loading bitstream
alveo2b, bytes:33554432, num_elements:8388608, num_trials:200
Start Gather test:
iteration:0, F2F_time[s]:0.028248, H2H_time:0.019283, sync_time:0.008966
iteration:1, F2F_time[s]:0.022219, H2H_time:0.013265, sync_time:0.008955
iteration:2, F2F_time[s]:0.022732, H2H_time:0.013767, sync_time:0.008964
iteration:3, F2F_time[s]:0.021846, H2H_time:0.012831, sync_time:0.009015
iteration:4, F2F_time[s]:0.022509, H2H_time:0.013485, sync_time:0.009024
iteration:5, F2F_time[s]:0.022360, H2H_time:0.013392, sync_time:0.008968
iteration:6, F2F_time[s]:0.022209, H2H_time:0.013206, sync_time:0.009003
iteration:7, F2F_time[s]:0.022187, H2H_time:0.013158, sync_time:0.009029
iteration:8, F2F_time[s]:0.022409, H2H_time:0.013401, sync_time:0.009008
iteration:9, F2F_time[s]:0.021812, H2H_time:0.012811, sync_time:0.009001
iteration:10, F2F_time[s]:0.021698, H2H_time:0.012745, sync_time:0.008954
iteration:11, F2F_time[s]:0.021964, H2H_time:0.012982, sync_time:0.008982
iteration:12, F2F_time[s]:0.021488, H2H_time:0.012493, sync_time:0.008994
iteration:13, F2F_time[s]:0.021890, H2H_time:0.012842, sync_time:0.009048
iteration:14, F2F_time[s]:0.021444, H2H_time:0.012431, sync_time:0.009013
iteration:15, F2F_time[s]:0.022341, H2H_time:0.013337, sync_time:0.009004
iteration:16, F2F_time[s]:0.022280, H2H_time:0.013262, sync_time:0.009018
iteration:17, F2F_time[s]:0.022848, H2H_time:0.013552, sync_time:0.009296
iteration:18, F2F_time[s]:0.022041, H2H_time:0.013001, sync_time:0.009040
iteration:19, F2F_time[s]:0.021908, H2H_time:0.012834, sync_time:0.009074
iteration:20, F2F_time[s]:0.021575, H2H_time:0.012590, sync_time:0.008985
iteration:21, F2F_time[s]:0.022288, H2H_time:0.013276, sync_time:0.009012
iteration:22, F2F_time[s]:0.021214, H2H_time:0.012227, sync_time:0.008987
iteration:23, F2F_time[s]:0.022249, H2H_time:0.013215, sync_time:0.009034
iteration:24, F2F_time[s]:0.020888, H2H_time:0.011960, sync_time:0.008928
iteration:25, F2F_time[s]:0.021142, H2H_time:0.012154, sync_time:0.008988
iteration:26, F2F_time[s]:0.021669, H2H_time:0.012720, sync_time:0.008949
iteration:27, F2F_time[s]:0.021990, H2H_time:0.012972, sync_time:0.009018
iteration:28, F2F_time[s]:0.021842, H2H_time:0.012888, sync_time:0.008954
iteration:29, F2F_time[s]:0.021392, H2H_time:0.012390, sync_time:0.009002
iteration:30, F2F_time[s]:0.021652, H2H_time:0.012663, sync_time:0.008989
iteration:31, F2F_time[s]:0.021976, H2H_time:0.012970, sync_time:0.009005
iteration:32, F2F_time[s]:0.021504, H2H_time:0.012522, sync_time:0.008982
iteration:33, F2F_time[s]:0.021731, H2H_time:0.012730, sync_time:0.009001
iteration:34, F2F_time[s]:0.020975, H2H_time:0.012020, sync_time:0.008955
iteration:35, F2F_time[s]:0.021754, H2H_time:0.012820, sync_time:0.008934
iteration:36, F2F_time[s]:0.021687, H2H_time:0.012741, sync_time:0.008946
iteration:37, F2F_time[s]:0.021724, H2H_time:0.012691, sync_time:0.009032
iteration:38, F2F_time[s]:0.022116, H2H_time:0.013085, sync_time:0.009031
iteration:39, F2F_time[s]:0.021782, H2H_time:0.012831, sync_time:0.008951
iteration:40, F2F_time[s]:0.021936, H2H_time:0.012924, sync_time:0.009012
iteration:41, F2F_time[s]:0.022280, H2H_time:0.013243, sync_time:0.009037
iteration:42, F2F_time[s]:0.021714, H2H_time:0.012734, sync_time:0.008980
iteration:43, F2F_time[s]:0.021578, H2H_time:0.012644, sync_time:0.008933
iteration:44, F2F_time[s]:0.021833, H2H_time:0.012798, sync_time:0.009034
iteration:45, F2F_time[s]:0.022234, H2H_time:0.013209, sync_time:0.009025
iteration:46, F2F_time[s]:0.021754, H2H_time:0.012741, sync_time:0.009013
iteration:47, F2F_time[s]:0.022098, H2H_time:0.013072, sync_time:0.009026
iteration:48, F2F_time[s]:0.022664, H2H_time:0.013685, sync_time:0.008979
iteration:49, F2F_time[s]:0.022119, H2H_time:0.013099, sync_time:0.009020
iteration:50, F2F_time[s]:0.021166, H2H_time:0.012228, sync_time:0.008939
iteration:51, F2F_time[s]:0.021746, H2H_time:0.012779, sync_time:0.008968
iteration:52, F2F_time[s]:0.021742, H2H_time:0.012717, sync_time:0.009026
iteration:53, F2F_time[s]:0.021607, H2H_time:0.012631, sync_time:0.008977
iteration:54, F2F_time[s]:0.021847, H2H_time:0.012776, sync_time:0.009071
iteration:55, F2F_time[s]:0.021883, H2H_time:0.012844, sync_time:0.009040
iteration:56, F2F_time[s]:0.021875, H2H_time:0.012875, sync_time:0.009000
iteration:57, F2F_time[s]:0.021786, H2H_time:0.012754, sync_time:0.009032
iteration:58, F2F_time[s]:0.022250, H2H_time:0.013255, sync_time:0.008996
iteration:59, F2F_time[s]:0.022102, H2H_time:0.013097, sync_time:0.009005
iteration:60, F2F_time[s]:0.024165, H2H_time:0.015197, sync_time:0.008968
iteration:61, F2F_time[s]:0.021834, H2H_time:0.012861, sync_time:0.008973
iteration:62, F2F_time[s]:0.021832, H2H_time:0.012802, sync_time:0.009030
iteration:63, F2F_time[s]:0.022011, H2H_time:0.012995, sync_time:0.009016
iteration:64, F2F_time[s]:0.021921, H2H_time:0.012897, sync_time:0.009025
iteration:65, F2F_time[s]:0.021205, H2H_time:0.012192, sync_time:0.009013
iteration:66, F2F_time[s]:0.021896, H2H_time:0.012997, sync_time:0.008899
iteration:67, F2F_time[s]:0.021977, H2H_time:0.012942, sync_time:0.009035
iteration:68, F2F_time[s]:0.022047, H2H_time:0.012978, sync_time:0.009068
iteration:69, F2F_time[s]:0.022170, H2H_time:0.013180, sync_time:0.008990
iteration:70, F2F_time[s]:0.021937, H2H_time:0.012985, sync_time:0.008951
iteration:71, F2F_time[s]:0.022027, H2H_time:0.012973, sync_time:0.009053
iteration:72, F2F_time[s]:0.021983, H2H_time:0.012977, sync_time:0.009006
iteration:73, F2F_time[s]:0.022165, H2H_time:0.013144, sync_time:0.009022
iteration:74, F2F_time[s]:0.022237, H2H_time:0.013233, sync_time:0.009004
iteration:75, F2F_time[s]:0.022170, H2H_time:0.013221, sync_time:0.008949
iteration:76, F2F_time[s]:0.022240, H2H_time:0.013263, sync_time:0.008977
iteration:77, F2F_time[s]:0.021133, H2H_time:0.012111, sync_time:0.009022
iteration:78, F2F_time[s]:0.022059, H2H_time:0.013113, sync_time:0.008946
iteration:79, F2F_time[s]:0.021332, H2H_time:0.012355, sync_time:0.008976
iteration:80, F2F_time[s]:0.021519, H2H_time:0.012519, sync_time:0.009000
iteration:81, F2F_time[s]:0.021765, H2H_time:0.012798, sync_time:0.008967
iteration:82, F2F_time[s]:0.022268, H2H_time:0.013279, sync_time:0.008989
iteration:83, F2F_time[s]:0.021726, H2H_time:0.012722, sync_time:0.009004
iteration:84, F2F_time[s]:0.022085, H2H_time:0.013064, sync_time:0.009021
iteration:85, F2F_time[s]:0.022040, H2H_time:0.013050, sync_time:0.008990
iteration:86, F2F_time[s]:0.022248, H2H_time:0.013242, sync_time:0.009006
iteration:87, F2F_time[s]:0.021837, H2H_time:0.012833, sync_time:0.009004
iteration:88, F2F_time[s]:0.022753, H2H_time:0.013756, sync_time:0.008997
iteration:89, F2F_time[s]:0.022251, H2H_time:0.013262, sync_time:0.008989
iteration:90, F2F_time[s]:0.022024, H2H_time:0.013024, sync_time:0.009001
iteration:91, F2F_time[s]:0.022460, H2H_time:0.013451, sync_time:0.009009
iteration:92, F2F_time[s]:0.022554, H2H_time:0.013528, sync_time:0.009026
iteration:93, F2F_time[s]:0.022413, H2H_time:0.013459, sync_time:0.008954
iteration:94, F2F_time[s]:0.022419, H2H_time:0.013388, sync_time:0.009032
iteration:95, F2F_time[s]:0.021161, H2H_time:0.012219, sync_time:0.008943
iteration:96, F2F_time[s]:0.021054, H2H_time:0.012093, sync_time:0.008961
iteration:97, F2F_time[s]:0.022133, H2H_time:0.013177, sync_time:0.008956
iteration:98, F2F_time[s]:0.022004, H2H_time:0.012993, sync_time:0.009011
iteration:99, F2F_time[s]:0.022090, H2H_time:0.013078, sync_time:0.009012
iteration:100, F2F_time[s]:0.022018, H2H_time:0.013022, sync_time:0.008997
iteration:101, F2F_time[s]:0.022130, H2H_time:0.013132, sync_time:0.008998
iteration:102, F2F_time[s]:0.022268, H2H_time:0.013238, sync_time:0.009030
iteration:103, F2F_time[s]:0.022190, H2H_time:0.013203, sync_time:0.008987
iteration:104, F2F_time[s]:0.021976, H2H_time:0.012970, sync_time:0.009005
iteration:105, F2F_time[s]:0.021501, H2H_time:0.012503, sync_time:0.008998
iteration:106, F2F_time[s]:0.022033, H2H_time:0.013100, sync_time:0.008932
iteration:107, F2F_time[s]:0.022439, H2H_time:0.013458, sync_time:0.008981
iteration:108, F2F_time[s]:0.023006, H2H_time:0.014043, sync_time:0.008962
iteration:109, F2F_time[s]:0.021948, H2H_time:0.012975, sync_time:0.008973
iteration:110, F2F_time[s]:0.022101, H2H_time:0.013117, sync_time:0.008985
iteration:111, F2F_time[s]:0.022007, H2H_time:0.013101, sync_time:0.008907
iteration:112, F2F_time[s]:0.021749, H2H_time:0.012735, sync_time:0.009014
iteration:113, F2F_time[s]:0.021993, H2H_time:0.012971, sync_time:0.009022
iteration:114, F2F_time[s]:0.021440, H2H_time:0.012463, sync_time:0.008977
iteration:115, F2F_time[s]:0.021293, H2H_time:0.012312, sync_time:0.008981
iteration:116, F2F_time[s]:0.021820, H2H_time:0.012848, sync_time:0.008972
iteration:117, F2F_time[s]:0.022208, H2H_time:0.013208, sync_time:0.009000
iteration:118, F2F_time[s]:0.021794, H2H_time:0.012795, sync_time:0.008999
iteration:119, F2F_time[s]:0.021294, H2H_time:0.012335, sync_time:0.008959
iteration:120, F2F_time[s]:0.022186, H2H_time:0.013175, sync_time:0.009011
iteration:121, F2F_time[s]:0.021967, H2H_time:0.012944, sync_time:0.009023
iteration:122, F2F_time[s]:0.021863, H2H_time:0.012916, sync_time:0.008947
iteration:123, F2F_time[s]:0.022313, H2H_time:0.013308, sync_time:0.009005
iteration:124, F2F_time[s]:0.021877, H2H_time:0.012874, sync_time:0.009002
iteration:125, F2F_time[s]:0.021568, H2H_time:0.012574, sync_time:0.008995
