u280_dual_path_allreduce,xilinx_u280_xdma_201920_3,4,2,6,8,128,Allreduce,589.8399999750836,455.0987657862122,990.8820002237917,270.90557295356416
u280_dual_path_allreduce,xilinx_u280_xdma_201920_3,4,2,6,8,128,Allreduce,634.5159999909811,423.055456448404,1022.046999878512,262.64492340558525
u280_dual_path_allreduce,xilinx_u280_xdma_201920_3,4,2,6,8,128,Allreduce,561.0250000245287,478.4732516167081,913.6190001299838,293.81553575594285
experiment,board_instance,number of nodes,rank id,number of banks,buffer size[KB],segment_size[KB],collective name,execution_time[us],throughput[Gbps],execution_time_fullpath[us],throughput_fullpath[Gbps]
u280_dual_path_allreduce,xilinx_u280_xdma_201920_3,4,2,6,16,128,Allreduce,565.3079997500754,949.6962934141255,1024.8250000586268,523.8659400085746
u280_dual_path_allreduce,xilinx_u280_xdma_201920_3,4,2,6,16,128,Allreduce,640.0759998541616,838.7611972989513,1010.7030002473039,531.1856320488173
u280_dual_path_allreduce,xilinx_u280_xdma_201920_3,4,2,6,16,128,Allreduce,620.9879998095857,864.543134754007,1116.345000355068,480.9184542674902
u280_dual_path_allreduce,xilinx_u280_xdma_201920_3,4,2,6,16,128,Allreduce,622.4240000847203,862.548539142007,1059.2259995974018,506.8520903037291
u280_dual_path_allreduce,xilinx_u280_xdma_201920_3,4,2,6,16,128,Allreduce,571.0379996344273,940.1667005412938,1065.1039997355838,504.0549205836053
u280_dual_path_allreduce,xilinx_u280_xdma_201920_3,4,2,6,16,128,Allreduce,712.1369999367744,753.8871201014201,1176.7129999498138,456.24626567642
u280_dual_path_allreduce,xilinx_u280_xdma_201920_3,4,2,6,16,128,Allreduce,605.2919998182915,886.9618500842048,987.0180001598783,543.9322402560409
u280_dual_path_allreduce,xilinx_u280_xdma_201920_3,4,2,6,16,128,Allreduce,633.5780003610125,847.3635632772779,916.4959997178812,585.786421506762
u280_dual_path_allreduce,xilinx_u280_xdma_201920_3,4,2,6,16,128,Allreduce,711.5270000213059,754.5334358132917,1117.4440001013863,480.4454737340658
u280_dual_path_allreduce,xilinx_u280_xdma_201920_3,4,2,6,16,128,Allreduce,726.123000276857,739.3663494962991,993.8819998751569,540.1757070431271
experiment,board_instance,number of nodes,rank id,number of banks,buffer size[KB],segment_size[KB],collective name,execution_time[us],throughput[Gbps],execution_time_fullpath[us],throughput_fullpath[Gbps]
u280_dual_path_allreduce,xilinx_u280_xdma_201920_3,4,2,6,1,1024,Allreduce,684.7719999996116,49.00088204543852,1506.9990000142752,22.265729439556463
u280_dual_path_allreduce,xilinx_u280_xdma_201920_3,4,2,6,1,1024,Allreduce,748.6060000019279,44.82255285145135,1024.0100000373786,32.76768000192887
u280_dual_path_allreduce,xilinx_u280_xdma_201920_3,4,2,6,1,1024,Allreduce,725.9299999873292,46.222682628608375,1004.3550000204959,33.408936082675204
u280_dual_path_allreduce,xilinx_u280_xdma_201920_3,4,2,6,1,1024,Allreduce,668.4559999712292,50.19691947030801,1037.4600000204737,32.34286815813412
u280_dual_path_allreduce,xilinx_u280_xdma_201920_3,4,2,6,1,1024,Allreduce,688.920000015969,48.7058468315947,1052.627999968081,31.876818782150462
u280_dual_path_allreduce,xilinx_u280_xdma_201920_3,4,2,6,1,1024,Allreduce,661.5679999981694,50.71955112715979,1030.197999966731,32.5708572537353
u280_dual_path_allreduce,xilinx_u280_xdma_201920_3,4,2,6,1,1024,Allreduce,638.2009999583715,52.57658951049698,1034.6839999897384,32.429642287242075
u280_dual_path_allreduce,xilinx_u280_xdma_201920_3,4,2,6,1,1024,Allreduce,646.1090000016156,51.933082498334024,1103.656999987379,30.402953091751975
u280_dual_path_allreduce,xilinx_u280_xdma_201920_3,4,2,6,1,1024,Allreduce,697.9679999972177,48.07445613571648,1108.719999990626,30.264117180427608
u280_dual_path_allreduce,xilinx_u280_xdma_201920_3,4,2,6,1,1024,Allreduce,657.8850000096281,51.003491490927644,1002.7910000189877,33.46104223049933
experiment,board_instance,number of nodes,rank id,number of banks,buffer size[KB],segment_size[KB],collective name,execution_time[us],throughput[Gbps],execution_time_fullpath[us],throughput_fullpath[Gbps]
u280_dual_path_allreduce,xilinx_u280_xdma_201920_3,4,2,6,2,1024,Allreduce,646.5499999990243,103.7953197743427,1156.551999997646,58.024943106869905
u280_dual_path_allreduce,xilinx_u280_xdma_201920_3,4,2,6,2,1024,Allreduce,641.3720000182366,104.63329237648642,1075.945000025058,62.37202087322035
u280_dual_path_allreduce,xilinx_u280_xdma_201920_3,4,2,6,2,1024,Allreduce,661.7789999836532,101.40675966094071,1026.0479999715244,65.40518962257366
u280_dual_path_allreduce,xilinx_u280_xdma_201920_3,4,2,6,2,1024,Allreduce,655.8050000080584,102.33051592954519,1044.4470000265937,64.25301044312567
u280_dual_path_allreduce,xilinx_u280_xdma_201920_3,4,2,6,2,1024,Allreduce,794.7930000113956,84.43565053924456,1015.153000025748,66.1071424684731
u280_dual_path_allreduce,xilinx_u280_xdma_201920_3,4,2,6,2,1024,Allreduce,684.9349999811238,97.97844175264727,981.4120000442017,68.37990975958873
u280_dual_path_allreduce,xilinx_u280_xdma_201920_3,4,2,6,2,1024,Allreduce,683.0400000126247,98.2502693821147,1119.1009999720336,59.96676260826955
u280_dual_path_allreduce,xilinx_u280_xdma_201920_3,4,2,6,2,1024,Allreduce,668.0879999976241,100.44913843720984,1018.9179999997577,65.86287022117183
u280_dual_path_allreduce,xilinx_u280_xdma_201920_3,4,2,6,2,1024,Allreduce,659.9800000230971,101.68317827457108,962.7549999891016,69.70502775966852
u280_dual_path_allreduce,xilinx_u280_xdma_201920_3,4,2,6,2,1024,Allreduce,659.3840000164164,101.77508704841067,1173.4409999917261,57.18980673120607
experiment,board_instance,number of nodes,rank id,number of banks,buffer size[KB],segment_size[KB],collective name,execution_time[us],throughput[Gbps],execution_time_fullpath[us],throughput_fullpath[Gbps]
u280_dual_path_allreduce,xilinx_u280_xdma_201920_3,4,2,6,4,1024,Allreduce,659.6119999926486,203.47981540890078,1116.1950000087018,120.24577067533329
u280_dual_path_allreduce,xilinx_u280_xdma_201920_3,4,2,6,4,1024,Allreduce,765.379999961624,175.36090308961516,926.239000023088,144.90615056875646
u280_dual_path_allreduce,xilinx_u280_xdma_201920_3,4,2,6,4,1024,Allreduce,646.587999995063,207.5784394406095,919.4109999839384,145.98229518936003
u280_dual_path_allreduce,xilinx_u280_xdma_201920_3,4,2,6,4,1024,Allreduce,751.017000027332,178.71463361696922,1088.7079999974958,123.28165862683909
u280_dual_path_allreduce,xilinx_u280_xdma_201920_3,4,2,6,4,1024,Allreduce,653.8140000316162,205.28426738110485,1115.1390000350148,120.35963946717463
u280_dual_path_allreduce,xilinx_u280_xdma_201920_3,4,2,6,4,1024,Allreduce,655.5339999749776,204.74563944070516,1084.3499999850792,123.77712731299566
u280_dual_path_allreduce,xilinx_u280_xdma_201920_3,4,2,6,4,1024,Allreduce,671.8620000469855,199.76978604328528,1058.4460000018225,126.80640108212312
u280_dual_path_allreduce,xilinx_u280_xdma_201920_3,4,2,6,4,1024,Allreduce,730.3719999640634,183.7662561086733,1101.6930000096181,121.82861105482945
u280_dual_path_allreduce,xilinx_u280_xdma_201920_3,4,2,6,4,1024,Allreduce,648.0590000137454,207.10726646362943,948.8279999914084,141.45633139116399
u280_dual_path_allreduce,xilinx_u280_xdma_201920_3,4,2,6,4,1024,Allreduce,642.5910000302792,208.8696044508491,1060.8429999479085,126.51987900810073
experiment,board_instance,number of nodes,rank id,number of banks,buffer size[KB],segment_size[KB],collective name,execution_time[us],throughput[Gbps],execution_time_fullpath[us],throughput_fullpath[Gbps]
u280_dual_path_allreduce,xilinx_u280_xdma_201920_3,4,2,6,8,1024,Allreduce,626.3669999952981,428.5593845174076,1035.4290000123,259.25047105770767
u280_dual_path_allreduce,xilinx_u280_xdma_201920_3,4,2,6,8,1024,Allreduce,680.757999987236,394.3184744138638,1017.8529999507191,263.7271354635657
u280_dual_path_allreduce,xilinx_u280_xdma_201920_3,4,2,6,8,1024,Allreduce,657.1689999645969,408.4724873121848,1007.321999964006,266.48425827053495
u280_dual_path_allreduce,xilinx_u280_xdma_201920_3,4,2,6,8,1024,Allreduce,661.9370000180425,405.53021812148774,1048.4370000085619,256.0339400439014
u280_dual_path_allreduce,xilinx_u280_xdma_201920_3,4,2,6,8,1024,Allreduce,662.197999986347,405.37038167668055,993.047999997998,270.3146836814949
u280_dual_path_allreduce,xilinx_u280_xdma_201920_3,4,2,6,8,1024,Allreduce,701.0609999724693,382.8988576037484,1035.8470000255693,259.14585454548194
u280_dual_path_allreduce,xilinx_u280_xdma_201920_3,4,2,6,8,1024,Allreduce,709.5179999510037,378.3349485404697,1061.6730000378993,252.84193531380893
u280_dual_path_allreduce,xilinx_u280_xdma_201920_3,4,2,6,8,1024,Allreduce,649.8650000139605,413.06341470033533,973.9330000115842,275.62004367529096
u280_dual_path_allreduce,xilinx_u280_xdma_201920_3,4,2,6,8,1024,Allreduce,674.6420000354192,397.89318777352577,950.7070000154272,282.3535074377743
u280_dual_path_allreduce,xilinx_u280_xdma_201920_3,4,2,6,8,1024,Allreduce,643.7829999867972,416.96574157053715,1008.1940000077338,266.2537725853763
experiment,board_instance,number of nodes,rank id,number of banks,buffer size[KB],segment_size[KB],collective name,execution_time[us],throughput[Gbps],execution_time_fullpath[us],throughput_fullpath[Gbps]
u280_dual_path_allreduce,xilinx_u280_xdma_201920_3,4,2,6,16,1024,Allreduce,677.184999972269,792.7979976254422,1025.4899999608824,523.5262284571074
u280_dual_path_allreduce,xilinx_u280_xdma_201920_3,4,2,6,16,1024,Allreduce,648.8109999622793,827.4688808161586,1129.506000040692,475.31479423806377
u280_dual_path_allreduce,xilinx_u280_xdma_201920_3,4,2,6,16,1024,Allreduce,685.1520000168421,783.5792816583809,1013.6330000136695,529.6501909396793
u280_dual_path_allreduce,xilinx_u280_xdma_201920_3,4,2,6,16,1024,Allreduce,654.0800000038871,820.803131110582,998.0560000144578,537.9166219052066
u280_dual_path_allreduce,xilinx_u280_xdma_201920_3,4,2,6,16,1024,Allreduce,712.8309999870908,753.1531485158791,1040.8429999984037,515.8039320059062
u280_dual_path_allreduce,xilinx_u280_xdma_201920_3,4,2,6,16,1024,Allreduce,723.4779999976126,742.0694368063322,1184.1539999863926,453.37930033270106
u280_dual_path_allreduce,xilinx_u280_xdma_201920_3,4,2,6,16,1024,Allreduce,644.3329999683556,833.2196426791221,1038.957999980994,516.7397642732634
u280_dual_path_allreduce,xilinx_u280_xdma_201920_3,4,2,6,16,1024,Allreduce,661.6179999809901,811.4514901581058,1066.9330000041555,503.1908395352932
u280_dual_path_allreduce,xilinx_u280_xdma_201920_3,4,2,6,16,1024,Allreduce,635.1519999725497,845.2636723543384,1012.5000000016371,530.2428760485254
u280_dual_path_allreduce,xilinx_u280_xdma_201920_3,4,2,6,16,1024,Allreduce,666.0840000449753,806.0108214035309,1277.6160000385062,420.21304678699954
experiment,board_instance,number of nodes,rank id,number of banks,buffer size[KB],segment_size[KB],collective name,execution_time[us],throughput[Gbps],execution_time_fullpath[us],throughput_fullpath[Gbps]
u280_dual_path_allreduce,xilinx_u280_xdma_201920_3,4,2,6,32,1024,Allreduce,819.3930000288674,1310.411272688651,1102.3069999964719,974.0860068959344
u280_dual_path_allreduce,xilinx_u280_xdma_201920_3,4,2,6,32,1024,Allreduce,649.9130000179321,1652.131629880267,1028.4319999982472,1044.0571899764204
u280_dual_path_allreduce,xilinx_u280_xdma_201920_3,4,2,6,32,1024,Allreduce,685.0800000393065,1567.323267265712,1127.6079999902322,952.2296968532514
u280_dual_path_allreduce,xilinx_u280_xdma_201920_3,4,2,6,32,1024,Allreduce,660.93399999545,1624.5825211101135,1115.715999958411,962.379157455862
u280_dual_path_allreduce,xilinx_u280_xdma_201920_3,4,2,6,32,1024,Allreduce,650.9160000405245,1649.5858512206664,1127.918999998201,951.9671394858253
u280_dual_path_allreduce,xilinx_u280_xdma_201920_3,4,2,6,32,1024,Allreduce,662.3439999771108,1621.124104750864,1044.5159999790121,1027.9802549904214
u280_dual_path_allreduce,xilinx_u280_xdma_201920_3,4,2,6,32,1024,Allreduce,647.5260000229355,1658.2219462414914,1103.2780000164166,973.2287093407308
u280_dual_path_allreduce,xilinx_u280_xdma_201920_3,4,2,6,32,1024,Allreduce,729.493999983788,1471.8994591098246,1011.4009999711016,1061.6380881872567
u280_dual_path_allreduce,xilinx_u280_xdma_201920_3,4,2,6,32,1024,Allreduce,646.9150000043555,1659.7881081637784,1075.6479999827206,998.2278812559952
u280_dual_path_allreduce,xilinx_u280_xdma_201920_3,4,2,6,32,1024,Allreduce,663.0759999666225,1619.3344715448145,954.383999953734,1125.0626834188881
experiment,board_instance,number of nodes,rank id,number of banks,buffer size[KB],segment_size[KB],collective name,execution_time[us],throughput[Gbps],execution_time_fullpath[us],throughput_fullpath[Gbps]
u280_dual_path_allreduce,xilinx_u280_xdma_201920_3,4,2,6,64,1024,Allreduce,684.8400000194488,3135.7450615311805,1033.3719999948698,2078.132219578875
u280_dual_path_allreduce,xilinx_u280_xdma_201920_3,4,2,6,64,1024,Allreduce,656.2980000239804,3272.116702963491,1205.5169999598547,1781.3798130358296
u280_dual_path_allreduce,xilinx_u280_xdma_201920_3,4,2,6,64,1024,Allreduce,748.4679999834043,2869.1722933346728,1045.0269999751072,2054.955181111257
u280_dual_path_allreduce,xilinx_u280_xdma_201920_3,4,2,6,64,1024,Allreduce,657.5099999963641,3266.085151574691,979.3030000082581,2192.8694673475843
u280_dual_path_allreduce,xilinx_u280_xdma_201920_3,4,2,6,64,1024,Allreduce,627.4159999861695,3422.742881991116,1144.2639999472703,1876.737927697594
u280_dual_path_allreduce,xilinx_u280_xdma_201920_3,4,2,6,64,1024,Allreduce,654.3920000012804,3281.647159494307,1159.4830000376533,1852.1044706392952
u280_dual_path_allreduce,xilinx_u280_xdma_201920_3,4,2,6,64,1024,Allreduce,650.6640000338848,3300.449460686568,1077.1180000119784,1993.731093507042
u280_dual_path_allreduce,xilinx_u280_xdma_201920_3,4,2,6,64,1024,Allreduce,666.0249999868029,3224.3288886191235,1086.824000026354,1975.9258609930644
u280_dual_path_allreduce,xilinx_u280_xdma_201920_3,4,2,6,64,1024,Allreduce,685.5039999891233,3132.7076837393706,1186.3170000196988,1810.2106333841132
u280_dual_path_allreduce,xilinx_u280_xdma_201920_3,4,2,6,64,1024,Allreduce,672.9869999730909,3190.9734483517013,1034.9940000082825,2074.8754562662343
experiment,board_instance,number of nodes,rank id,number of banks,buffer size[KB],segment_size[KB],collective name,execution_time[us],throughput[Gbps],execution_time_fullpath[us],throughput_fullpath[Gbps]
u280_dual_path_allreduce,xilinx_u280_xdma_201920_3,4,2,6,128,1024,Allreduce,692.7899999595866,6199.522649360621,970.9749999728956,4423.355180225951
u280_dual_path_allreduce,xilinx_u280_xdma_201920_3,4,2,6,128,1024,Allreduce,745.1270000160548,5764.074172466518,1303.2969999926536,3295.463195284122
u280_dual_path_allreduce,xilinx_u280_xdma_201920_3,4,2,6,128,1024,Allreduce,714.1030000070714,6014.4927215786365,1602.199999979348,2680.668640653702
u280_dual_path_allreduce,xilinx_u280_xdma_201920_3,4,2,6,128,1024,Allreduce,822.6100000001679,5221.14646794851,1173.049000044557,3661.3707490794163
u280_dual_path_allreduce,xilinx_u280_xdma_201920_3,4,2,6,128,1024,Allreduce,822.3990000146841,5222.486038921877,1054.3889999894418,4073.418155958577
u280_dual_path_allreduce,xilinx_u280_xdma_201920_3,4,2,6,128,1024,Allreduce,759.7839999675671,5652.879365955771,1099.1239999498248,3907.627616352719
u280_dual_path_allreduce,xilinx_u280_xdma_201920_3,4,2,6,128,1024,Allreduce,696.7049999957453,6164.6856216422,1217.2899999995934,3528.3024554555072
u280_dual_path_allreduce,xilinx_u280_xdma_201920_3,4,2,6,128,1024,Allreduce,746.3379999990138,5754.721447930663,1328.1880000022284,3233.704337031199
u280_dual_path_allreduce,xilinx_u280_xdma_201920_3,4,2,6,128,1024,Allreduce,728.520999984994,5895.461209887522,1089.4859999552864,3942.1959494442976
u280_dual_path_allreduce,xilinx_u280_xdma_201920_3,4,2,6,128,1024,Allreduce,766.4390000172716,5603.795339098368,1149.476999955823,3736.4534446231332
experiment,board_instance,number of nodes,rank id,number of banks,buffer size[KB],segment_size[KB],collective name,execution_time[us],throughput[Gbps],execution_time_fullpath[us],throughput_fullpath[Gbps]
u280_dual_path_allreduce,xilinx_u280_xdma_201920_3,4,2,6,1,1024,Allreduce,686.6299999899184,48.86828714226392,1370.5510000079357,24.482439544245864
u280_dual_path_allreduce,xilinx_u280_xdma_201920_3,4,2,6,1,1024,Allreduce,626.5290000158075,53.55607162502201,1060.21999999939,31.648555960101966
u280_dual_path_allreduce,xilinx_u280_xdma_201920_3,4,2,6,1,1024,Allreduce,636.4019999978154,52.725214565817176,1024.1300000188858,32.763840527453766
u280_dual_path_allreduce,xilinx_u280_xdma_201920_3,4,2,6,1,1024,Allreduce,636.9140000117568,52.68283002003508,1068.0080000042835,31.417772151393454
u280_dual_path_allreduce,xilinx_u280_xdma_201920_3,4,2,6,1,1024,Allreduce,684.1920000226764,49.04242083930811,988.315000000739,33.951151201767566
u280_dual_path_allreduce,xilinx_u280_xdma_201920_3,4,2,6,1,1024,Allreduce,655.0880000020243,51.221258823083794,987.0949999992717,33.99311312490161
u280_dual_path_allreduce,xilinx_u280_xdma_201920_3,4,2,6,1,1024,Allreduce,636.3550000116902,52.729108751221546,1030.0080000149592,32.57686542193136
u280_dual_path_allreduce,xilinx_u280_xdma_201920_3,4,2,6,1,1024,Allreduce,637.6610000131677,52.621113725485955,942.4929999966025,35.601783779954815
u280_dual_path_allreduce,xilinx_u280_xdma_201920_3,4,2,6,1,1024,Allreduce,724.9720000004345,46.28376268322072,924.3040000228575,36.30237670633279
u280_dual_path_allreduce,xilinx_u280_xdma_201920_3,4,2,6,1,1024,Allreduce,707.370000014862,47.435475068627476,1048.2050000177878,32.01132602823931
experiment,board_instance,number of nodes,rank id,number of banks,buffer size[KB],segment_size[KB],collective name,execution_time[us],throughput[Gbps],execution_time_fullpath[us],throughput_fullpath[Gbps]
u280_dual_path_allreduce,xilinx_u280_xdma_201920_3,4,2,6,2,1024,Allreduce,665.1300000157789,100.89586095711812,940.4520000089178,71.358095893638
u280_dual_path_allreduce,xilinx_u280_xdma_201920_3,4,2,6,2,1024,Allreduce,712.5109999890356,94.18642519348151,999.815000000126,67.1212814370574
u280_dual_path_allreduce,xilinx_u280_xdma_201920_3,4,2,6,2,1024,Allreduce,690.8860000010009,97.13449686330709,1035.4750000090007,64.80973852523398
u280_dual_path_allreduce,xilinx_u280_xdma_201920_3,4,2,6,2,1024,Allreduce,596.1660000082247,112.56741243055485,992.3270000058437,67.62777189334243
u280_dual_path_allreduce,xilinx_u280_xdma_201920_3,4,2,6,2,1024,Allreduce,630.9590000057597,106.36010263644295,1041.897999982666,64.41020522269596
u280_dual_path_allreduce,xilinx_u280_xdma_201920_3,4,2,6,2,1024,Allreduce,608.5919999918588,110.26905381749634,996.0900000010042,67.37228965247351
u280_dual_path_allreduce,xilinx_u280_xdma_201920_3,4,2,6,2,1024,Allreduce,729.7209999990173,91.96509899001175,1042.505000015126,64.37270228826365
u280_dual_path_allreduce,xilinx_u280_xdma_201920_3,4,2,6,2,1024,Allreduce,745.3020000127708,90.04251162461672,900.6109999916134,74.51481716370877
u280_dual_path_allreduce,xilinx_u280_xdma_201920_3,4,2,6,2,1024,Allreduce,751.5780000062477,89.29061787258559,1028.0939999915972,65.2750273812983
u280_dual_path_allreduce,xilinx_u280_xdma_201920_3,4,2,6,2,1024,Allreduce,591.3410000175645,113.4858973046122,1026.185999990048,65.39639402666849
experiment,board_instance,number of nodes,rank id,number of banks,buffer size[KB],segment_size[KB],collective name,execution_time[us],throughput[Gbps],execution_time_fullpath[us],throughput_fullpath[Gbps]
u280_dual_path_allreduce,xilinx_u280_xdma_201920_3,4,2,6,4,1024,Allreduce,664.8369999879833,201.8806534570518,1070.4439999926763,125.38510001543125
u280_dual_path_allreduce,xilinx_u280_xdma_201920_3,4,2,6,4,1024,Allreduce,641.3220000069941,209.28290000738514,1165.1619999781815,115.19233205555393
u280_dual_path_allreduce,xilinx_u280_xdma_201920_3,4,2,6,4,1024,Allreduce,697.1560000010868,192.52179999855235,1061.8830000055368,126.39596640995306
u280_dual_path_allreduce,xilinx_u280_xdma_201920_3,4,2,6,4,1024,Allreduce,693.0649999787875,193.6582109962384,1041.4229999753388,128.8791662976315
u280_dual_path_allreduce,xilinx_u280_xdma_201920_3,4,2,6,4,1024,Allreduce,692.9270000171073,193.69677902100275,1081.268000007185,124.129936333183
u280_dual_path_allreduce,xilinx_u280_xdma_201920_3,4,2,6,4,1024,Allreduce,619.1489999878286,216.77775140174418,996.2340000129188,134.7251027351601
u280_dual_path_allreduce,xilinx_u280_xdma_201920_3,4,2,6,4,1024,Allreduce,547.2379999957866,245.26390345888515,1023.8339999943946,131.0932514457762
u280_dual_path_allreduce,xilinx_u280_xdma_201920_3,4,2,6,4,1024,Allreduce,626.8690000013066,214.1080959494252,1023.3819999996285,131.15115176937715
u280_dual_path_allreduce,xilinx_u280_xdma_201920_3,4,2,6,4,1024,Allreduce,645.9490000167989,207.78378478255942,1053.6019999847213,127.38940131277879
