u280_dual_path_gather,xilinx_u280_xdma_201920_3,4,1,6,2,1024,Gather,463.2899999705842,0.03536445854872817,695.3950005481602,0.023560710081442858
u280_dual_path_gather,xilinx_u280_xdma_201920_3,4,1,6,2,1024,Gather,419.95300034614047,0.039013889617399364,538.8859999584383,0.030403461959048146
u280_dual_path_gather,xilinx_u280_xdma_201920_3,4,1,6,2,1024,Gather,419.8160004307283,0.039026621146383486,520.3299997447175,0.031487709738124384
experiment,board_instance,number of nodes,rank id,number of banks,buffer size[KB],segment_size[KB],collective name,execution_time[us],throughput[Gbps],execution_time_fullpath[us],throughput_fullpath[Gbps]
u280_dual_path_gather,xilinx_u280_xdma_201920_3,4,1,6,4,1024,Gather,471.6459998235223,0.06947583571632313,626.9019995670533,0.0522697327853955
u280_dual_path_gather,xilinx_u280_xdma_201920_3,4,1,6,4,1024,Gather,421.99700055789435,0.07764984100995882,631.0709995887009,0.051924426920832156
u280_dual_path_gather,xilinx_u280_xdma_201920_3,4,1,6,4,1024,Gather,434.93199973454466,0.07534051304571644,568.0309996023425,0.05768699247565655
u280_dual_path_gather,xilinx_u280_xdma_201920_3,4,1,6,4,1024,Gather,347.45599987218156,0.09430834411279225,582.67300028092,0.056237374967094404
u280_dual_path_gather,xilinx_u280_xdma_201920_3,4,1,6,4,1024,Gather,434.95200043253135,0.07533704861091423,737.0010007434757,0.04446126934284231
u280_dual_path_gather,xilinx_u280_xdma_201920_3,4,1,6,4,1024,Gather,349.68199997820193,0.09370799755790304,526.3249995550723,0.062258110535696305
u280_dual_path_gather,xilinx_u280_xdma_201920_3,4,1,6,4,1024,Gather,416.09099935158156,0.07875200389113018,643.2370000766241,0.0509423431738171
u280_dual_path_gather,xilinx_u280_xdma_201920_3,4,1,6,4,1024,Gather,430.5519996705698,0.07610695113498933,563.5520001305849,0.058145477245058266
u280_dual_path_gather,xilinx_u280_xdma_201920_3,4,1,6,4,1024,Gather,355.0319997884799,0.09229590577616227,716.1149997045868,0.045758013745721735
u280_dual_path_gather,xilinx_u280_xdma_201920_3,4,1,6,4,1024,Gather,441.3229999045143,0.07424947262456243,514.9320004420588,0.06363558678013666
experiment,board_instance,number of nodes,rank id,number of banks,buffer size[KB],segment_size[KB],collective name,execution_time[us],throughput[Gbps],execution_time_fullpath[us],throughput_fullpath[Gbps]
u280_dual_path_gather,xilinx_u280_xdma_201920_3,4,1,6,8,1024,Gather,517.0659997020266,0.12674590871913238,626.7280004976783,0.1045684889584613
u280_dual_path_gather,xilinx_u280_xdma_201920_3,4,1,6,8,1024,Gather,442.7780004334636,0.14801096697632365,736.9270006165607,0.08893146803573265
u280_dual_path_gather,xilinx_u280_xdma_201920_3,4,1,6,8,1024,Gather,402.1340000690543,0.16297055207653713,586.3180003871094,0.11177552105978436
u280_dual_path_gather,xilinx_u280_xdma_201920_3,4,1,6,8,1024,Gather,431.28099969180766,0.15195661308249578,756.4210000055027,0.08663958298291989
u280_dual_path_gather,xilinx_u280_xdma_201920_3,4,1,6,8,1024,Gather,461.8319999281084,0.14190441548052482,536.8530000851024,0.12207438533380865
u280_dual_path_gather,xilinx_u280_xdma_201920_3,4,1,6,8,1024,Gather,454.3230006675003,0.14424979563815438,683.688000208349,0.09585658952625814
u280_dual_path_gather,xilinx_u280_xdma_201920_3,4,1,6,8,1024,Gather,417.6909997113398,0.15690067548807846,625.671000307193,0.10474514556024336
u280_dual_path_gather,xilinx_u280_xdma_201920_3,4,1,6,8,1024,Gather,396.90099947620183,0.16511926169621433,608.9210000936873,0.10762644085179648
u280_dual_path_gather,xilinx_u280_xdma_201920_3,4,1,6,8,1024,Gather,419.66899971157545,0.15616116521601717,605.9580000510323,0.10815271024473762
u280_dual_path_gather,xilinx_u280_xdma_201920_3,4,1,6,8,1024,Gather,352.2080005495809,0.1860718663339233,574.2940002164687,0.11411576644592754
experiment,board_instance,number of nodes,rank id,number of banks,buffer size[KB],segment_size[KB],collective name,execution_time[us],throughput[Gbps],execution_time_fullpath[us],throughput_fullpath[Gbps]
u280_dual_path_gather,xilinx_u280_xdma_201920_3,4,1,6,16,1024,Gather,507.4499995316728,0.2582953987998163,767.2669999010395,0.17082971119167825
u280_dual_path_gather,xilinx_u280_xdma_201920_3,4,1,6,16,1024,Gather,476.7439995703171,0.27493161973330216,654.4959996972466,0.20026402004081098
u280_dual_path_gather,xilinx_u280_xdma_201920_3,4,1,6,16,1024,Gather,516.5200000192272,0.25375977695949997,640.7989994841046,0.20454463896717012
u280_dual_path_gather,xilinx_u280_xdma_201920_3,4,1,6,16,1024,Gather,474.305000352615,0.27634538936455755,598.2250004308298,0.2191015084719036
u280_dual_path_gather,xilinx_u280_xdma_201920_3,4,1,6,16,1024,Gather,389.1379992637667,0.33682652490371773,591.6400004934985,0.2215401255673556
u280_dual_path_gather,xilinx_u280_xdma_201920_3,4,1,6,16,1024,Gather,389.9240000464488,0.33614755691977505,617.9800002428237,0.212097478799472
u280_dual_path_gather,xilinx_u280_xdma_201920_3,4,1,6,16,1024,Gather,442.68799956626026,0.2960821168146021,705.8949995553121,0.18568200664768916
u280_dual_path_gather,xilinx_u280_xdma_201920_3,4,1,6,16,1024,Gather,499.45800037676236,0.2624284722661902,595.2010005785269,0.2202146835650476
u280_dual_path_gather,xilinx_u280_xdma_201920_3,4,1,6,16,1024,Gather,418.8530001556501,0.31293078944472713,612.0250000094529,0.21416118622274508
u280_dual_path_gather,xilinx_u280_xdma_201920_3,4,1,6,16,1024,Gather,484.2340003960999,0.27067905164194184,578.9909992017783,0.22638003039892063
experiment,board_instance,number of nodes,rank id,number of banks,buffer size[KB],segment_size[KB],collective name,execution_time[us],throughput[Gbps],execution_time_fullpath[us],throughput_fullpath[Gbps]
u280_dual_path_gather,xilinx_u280_xdma_201920_3,4,1,6,32,1024,Gather,353.49999961908907,0.741567186089027,578.0640003649751,0.45348611889771523
u280_dual_path_gather,xilinx_u280_xdma_201920_3,4,1,6,32,1024,Gather,433.7450000093668,0.6043735374340661,576.0759995609988,0.4550510699973059
u280_dual_path_gather,xilinx_u280_xdma_201920_3,4,1,6,32,1024,Gather,431.43499988218537,0.6076094894285009,625.1060003705788,0.4193592764180704
u280_dual_path_gather,xilinx_u280_xdma_201920_3,4,1,6,32,1024,Gather,364.41199972614413,0.719361602244167,578.6339997939649,0.4530393998509282
u280_dual_path_gather,xilinx_u280_xdma_201920_3,4,1,6,32,1024,Gather,369.963000593998,0.7085681529750595,573.596999856818,0.4570177320757199
u280_dual_path_gather,xilinx_u280_xdma_201920_3,4,1,6,32,1024,Gather,379.8850002567633,0.6900614655035539,625.1019995033857,0.4193619604612705
u280_dual_path_gather,xilinx_u280_xdma_201920_3,4,1,6,32,1024,Gather,420.1849997116369,0.6238775781617698,602.661000812077,0.43497754068500327
u280_dual_path_gather,xilinx_u280_xdma_201920_3,4,1,6,32,1024,Gather,448.5930003284011,0.584369349963313,616.9540001792484,0.4249003976371614
u280_dual_path_gather,xilinx_u280_xdma_201920_3,4,1,6,32,1024,Gather,401.0069997093524,0.6537142747882219,592.6650001129019,0.4423139546793921
u280_dual_path_gather,xilinx_u280_xdma_201920_3,4,1,6,32,1024,Gather,409.3239995199838,0.6404315415353548,663.7970000156201,0.39491591554922867
experiment,board_instance,number of nodes,rank id,number of banks,buffer size[KB],segment_size[KB],collective name,execution_time[us],throughput[Gbps],execution_time_fullpath[us],throughput_fullpath[Gbps]
u280_dual_path_gather,xilinx_u280_xdma_201920_3,4,1,6,64,1024,Gather,463.78199931496056,1.1304621584589551,631.1369998002192,0.8307039520198605
u280_dual_path_gather,xilinx_u280_xdma_201920_3,4,1,6,64,1024,Gather,431.7680004533031,1.2142817426246557,651.0729999718023,0.8052676121152416
u280_dual_path_gather,xilinx_u280_xdma_201920_3,4,1,6,64,1024,Gather,368.58600014966214,1.4224305855000352,653.0390000989428,0.8028433216401539
u280_dual_path_gather,xilinx_u280_xdma_201920_3,4,1,6,64,1024,Gather,429.18199960695347,1.2215982974126245,565.845999517478,0.9265559895220318
u280_dual_path_gather,xilinx_u280_xdma_201920_3,4,1,6,64,1024,Gather,438.76100062334444,1.194928444540759,656.004000120447,0.7992146387883869
u280_dual_path_gather,xilinx_u280_xdma_201920_3,4,1,6,64,1024,Gather,467.4340007113642,1.1216300038125437,599.4889997964492,0.8745581656677888
u280_dual_path_gather,xilinx_u280_xdma_201920_3,4,1,6,64,1024,Gather,496.93499931890983,1.0550434175869674,628.8699996730429,0.8336985390821372
u280_dual_path_gather,xilinx_u280_xdma_201920_3,4,1,6,64,1024,Gather,362.03799936629366,1.4481573782799222,633.1699996735551,0.8280367046295755
u280_dual_path_gather,xilinx_u280_xdma_201920_3,4,1,6,64,1024,Gather,423.9230001985561,1.236752900301317,535.0579995138105,0.9798713419412534
u280_dual_path_gather,xilinx_u280_xdma_201920_3,4,1,6,64,1024,Gather,364.5189999588183,1.4383008843413694,743.6440000674338,0.705025522901358
experiment,board_instance,number of nodes,rank id,number of banks,buffer size[KB],segment_size[KB],collective name,execution_time[us],throughput[Gbps],execution_time_fullpath[us],throughput_fullpath[Gbps]
u280_dual_path_gather,xilinx_u280_xdma_201920_3,4,1,6,128,1024,Gather,447.33200047630817,2.344066596808415,729.8909995370195,1.4366199893752998
u280_dual_path_gather,xilinx_u280_xdma_201920_3,4,1,6,128,1024,Gather,370.27800044597825,2.8318614628388707,666.3559997832635,1.573597296851917
u280_dual_path_gather,xilinx_u280_xdma_201920_3,4,1,6,128,1024,Gather,436.79800000973046,2.4005970722774395,568.2270002580481,1.8453470171671036
u280_dual_path_gather,xilinx_u280_xdma_201920_3,4,1,6,128,1024,Gather,358.18000014842255,2.9275113059508944,614.2530000943225,1.707075097458188
u280_dual_path_gather,xilinx_u280_xdma_201920_3,4,1,6,128,1024,Gather,409.8150002391776,2.5586569534741934,754.7109998995438,1.3893742109755538
u280_dual_path_gather,xilinx_u280_xdma_201920_3,4,1,6,128,1024,Gather,368.6620002554264,2.8442746995174364,620.361000073899,1.6902674408531337
u280_dual_path_gather,xilinx_u280_xdma_201920_3,4,1,6,128,1024,Gather,421.1799996483023,2.4896148935742244,647.7610004367307,1.6187698847152476
u280_dual_path_gather,xilinx_u280_xdma_201920_3,4,1,6,128,1024,Gather,434.3109994806582,2.414343641431761,796.8700001583784,1.3158683345986106
u280_dual_path_gather,xilinx_u280_xdma_201920_3,4,1,6,128,1024,Gather,618.025000221678,1.6966562835223309,821.2129996536532,1.27686239799204
u280_dual_path_gather,xilinx_u280_xdma_201920_3,4,1,6,128,1024,Gather,458.5329998008092,2.2868059669762277,709.4000002325629,1.4781167178689667
experiment,board_instance,number of nodes,rank id,number of banks,buffer size[KB],segment_size[KB],collective name,execution_time[us],throughput[Gbps],execution_time_fullpath[us],throughput_fullpath[Gbps]
experiment,board_instance,number of nodes,rank id,number of banks,buffer size[KB],segment_size[KB],collective name,execution_time[us],throughput[Gbps],execution_time_fullpath[us],throughput_fullpath[Gbps]
